index,lexeme,cell,phon_form,alignment,stem,exponents,method,index,lexeme,cell,phon_form,alignment,stem,exponents,method
60775,round,8,r o u n d - s h o t s,4 6 7 8 9 21 22 23 27 29,"""- o u n d -""","""r - s h o t s""","Simple edit score, Progressive alignment",60775,round,8,r o u n d - s h o t s,4 6 7 8 9 21 22 23 27 29,"""- o u n d -""","""r - s h o t s""","Simple edit score, Progressive alignment with LCS"
60776,round,9,r o u n d - s h o u l d e r e d,4 6 7 8 9 21 22 23 24 25 26 27 28 30 31,"""- o u n d -""","""r - s h o u l d e r e d""","Simple edit score, Progressive alignment",60776,round,9,r o u n d - s h o u l d e r e d,4 6 7 8 9 21 22 23 24 25 26 27 28 30 31,"""- o u n d -""","""r - s h o u l d e r e d""","Simple edit score, Progressive alignment with LCS"
60777,round,10,r o u n d e d,4 6 7 8 9 18 19,"""- o u n d -""","""r - e d""","Simple edit score, Progressive alignment",60777,round,10,r o u n d e d,4 6 7 8 9 18 19,"""- o u n d -""","""r - e d""","Simple edit score, Progressive alignment with LCS"
60778,round,11,r o u n d e r,4 6 7 8 9 18 20,"""- o u n d -""","""r - e r""","Simple edit score, Progressive alignment",60778,round,11,r o u n d e r,4 6 7 8 9 18 20,"""- o u n d -""","""r - e r""","Simple edit score, Progressive alignment with LCS"
60779,round,12,r o u n d e r s,4 6 7 8 9 18 20 21,"""- o u n d -""","""r - e r s""","Simple edit score, Progressive alignment",60779,round,12,r o u n d e r s,4 6 7 8 9 18 20 21,"""- o u n d -""","""r - e r s""","Simple edit score, Progressive alignment with LCS"
60780,round,13,r o u n d e s t,4 6 7 8 9 18 21 27,"""- o u n d -""","""r - e s t""","Simple edit score, Progressive alignment",60780,round,13,r o u n d e s t,4 6 7 8 9 18 21 27,"""- o u n d -""","""r - e s t""","Simple edit score, Progressive alignment with LCS"
60781,round,14,r o u n d h o u s e,4 6 7 8 9 22 23 24 25 30,"""- o u n d -""","""r - h o u s e""","Simple edit score, Progressive alignment",60781,round,14,r o u n d h o u s e,4 6 7 8 9 22 23 24 25 30,"""- o u n d -""","""r - h o u s e""","Simple edit score, Progressive alignment with LCS"
60782,round,15,r o u n d h o u s e s,4 6 7 8 9 22 23 24 25 26 29,"""- o u n d -""","""r - h o u s e s""","Simple edit score, Progressive alignment",60782,round,15,r o u n d h o u s e s,4 6 7 8 9 22 23 24 25 26 29,"""- o u n d -""","""r - h o u s e s""","Simple edit score, Progressive alignment with LCS"
60783,round,16,r o u n d i n g,4 6 7 8 9 10 14 15,"""- o u n d -""","""r - i n g""","Simple edit score, Progressive alignment",60783,round,16,r o u n d i n g,4 6 7 8 9 10 14 15,"""- o u n d -""","""r - i n g""","Simple edit score, Progressive alignment with LCS"
60784,round,17,r o u n d i s h,4 6 7 8 9 10 21 22,"""- o u n d -""","""r - i s h""","Simple edit score, Progressive alignment",60784,round,17,r o u n d i s h,4 6 7 8 9 10 21 22,"""- o u n d -""","""r - i s h""","Simple edit score, Progressive alignment with LCS"
60785,round,18,r o u n d l y,4 6 7 8 9 16 17,"""- o u n d -""","""r - l y""","Simple edit score, Progressive alignment",60785,round,18,r o u n d l y,4 6 7 8 9 16 17,"""- o u n d -""","""r - l y""","Simple edit score, Progressive alignment with LCS"
60786,round,19,r o u n d n e s s,4 6 7 8 9 14 18 21 25,"""- o u n d -""","""r - n e s s""","Simple edit score, Progressive alignment",60786,round,19,r o u n d n e s s,4 6 7 8 9 14 18 21 25,"""- o u n d -""","""r - n e s s""","Simple edit score, Progressive alignment with LCS"
60787,round,20,r o u n d s,4 6 7 8 9 21,"""- o u n d -""","""r - s""","Simple edit score, Progressive alignment",60787,round,20,r o u n d s,4 6 7 8 9 21,"""- o u n d -""","""r - s""","Simple edit score, Progressive alignment with LCS"
60788,round,21,r o u n d s m a n,4 6 7 8 9 21 28 29 31,"""- o u n d -""","""r - s m a n""","Simple edit score, Progressive alignment",60788,round,21,r o u n d s m a n,4 6 7 8 9 21 28 29 31,"""- o u n d -""","""r - s m a n""","Simple edit score, Progressive alignment with LCS"
60789,round,22,r o u n d s m e n,4 6 7 8 9 21 28 30 31,"""- o u n d -""","""r - s m e n""","Simple edit score, Progressive alignment",60789,round,22,r o u n d s m e n,4 6 7 8 9 21 28 30 31,"""- o u n d -""","""r - s m e n""","Simple edit score, Progressive alignment with LCS"
60790,round,23,w h i p - r o u n d,0 1 2 3 4 6 7 8 9,"""- o u n d -""","""w h i p r -""","Simple edit score, Progressive alignment",60790,round,23,w h i p - r o u n d,0 1 2 3 4 6 7 8 9,"""- o u n d -""","""w h i p r -""","Simple edit score, Progressive alignment with LCS"
60791,round,24,w h i p - r o u n d s,0 1 2 3 4 6 7 8 9 21,"""- o u n d -""","""w h i p r - s""","Simple edit score, Progressive alignment",60791,round,24,w h i p - r o u n d s,0 1 2 3 4 6 7 8 9 21,"""- o u n d -""","""w h i p r - s""","Simple edit score, Progressive alignment with LCS"
25290,facilities,0,f a c i l i t i e s,0 1 2 3 4 5 6 7 8 9,"""f a c i l i t i e s""","""-""","Simple edit score, Progressive alignment",25290,facilities,0,f a c i l i t i e s,0 1 2 3 4 5 6 7 8 9,"""f a c i l i t i e s""","""-""","Simple edit score, Progressive alignment with LCS"
55923,pry into,0,p r i e d _ i n t o,0 1 3 4 5 9 10 11 12 13,"""p r - _ i n t o""","""- i e d -""","Simple edit score, Progressive alignment",55923,pry into,0,p r i e d _ i n t o,0 1 3 4 5 9 10 11 12 13,"""p r - _ i n t o""","""- i e d -""","Simple edit score, Progressive alignment with LCS"
55924,pry into,1,p r i e s _ i n t o,0 1 3 4 6 9 10 11 12 13,"""p r - _ i n t o""","""- i e s -""","Simple edit score, Progressive alignment",55924,pry into,1,p r i e s _ i n t o,0 1 3 4 6 9 10 11 12 13,"""p r - _ i n t o""","""- i e s -""","Simple edit score, Progressive alignment with LCS"
55925,pry into,2,p r y _ i n t o,0 1 2 9 10 11 12 13,"""p r - _ i n t o""","""- y -""","Simple edit score, Progressive alignment",55925,pry into,2,p r y _ i n t o,0 1 2 9 10 11 12 13,"""p r - _ i n t o""","""- y -""","Simple edit score, Progressive alignment with LCS"
55926,pry into,3,p r y i n g _ i n t o,0 1 2 3 7 8 9 10 11 12 13,"""p r - _ i n t o""","""- y i n g -""","Simple edit score, Progressive alignment",55926,pry into,3,p r y i n g _ i n t o,0 1 2 3 7 8 9 10 11 12 13,"""p r - _ i n t o""","""- y i n g -""","Simple edit score, Progressive alignment with LCS"
75330,tie together,0,t i e _ t o g e t h e r,0 2 5 8 9 10 11 12 13 14 15 16,"""t - i - _ t o g e t h e r""","""- e -""","Simple edit score, Progressive alignment",75330,tie together,0,t i e _ t o g e t h e r,0 2 5 8 9 10 11 12 13 14 15 16,"""t - i - _ t o g e t h e r""","""- e -""","Simple edit score, Progressive alignment with LCS"
75331,tie together,1,t i e d _ t o g e t h e r,0 2 5 7 8 9 10 11 12 13 14 15 16,"""t - i - _ t o g e t h e r""","""- e d -""","Simple edit score, Progressive alignment",75331,tie together,1,t i e d _ t o g e t h e r,0 2 5 7 8 9 10 11 12 13 14 15 16,"""t - i - _ t o g e t h e r""","""- e d -""","Simple edit score, Progressive alignment with LCS"
75332,tie together,2,t i e s _ t o g e t h e r,0 2 5 6 8 9 10 11 12 13 14 15 16,"""t - i - _ t o g e t h e r""","""- e s -""","Simple edit score, Progressive alignment",75332,tie together,2,t i e s _ t o g e t h e r,0 2 5 6 8 9 10 11 12 13 14 15 16,"""t - i - _ t o g e t h e r""","""- e s -""","Simple edit score, Progressive alignment with LCS"
75333,tie together,3,t y i n g _ t o g e t h e r,0 1 2 3 4 8 9 10 11 12 13 14 15 16,"""t - i - _ t o g e t h e r""","""- y - n g -""","Simple edit score, Progressive alignment",75333,tie together,3,t y i n g _ t o g e t h e r,0 1 2 3 4 8 9 10 11 12 13 14 15 16,"""t - i - _ t o g e t h e r""","""- y - n g -""","Simple edit score, Progressive alignment with LCS"
23633,easy,0,e a s i e r,7 8 9 13 18 20,"""- e a s -""","""- i e r""","Simple edit score, Progressive alignment",23633,easy,0,e a s i e r,7 8 9 13 18 20,"""- e a s -""","""- i e r""","Simple edit score, Progressive alignment with LCS"
23634,easy,1,e a s i e s t,7 8 9 13 18 21 22,"""- e a s -""","""- i e s t""","Simple edit score, Progressive alignment",23634,easy,1,e a s i e s t,7 8 9 13 18 21 22,"""- e a s -""","""- i e s t""","Simple edit score, Progressive alignment with LCS"
23635,easy,2,e a s i l y,7 8 9 13 14 15,"""- e a s -""","""- i l y""","Simple edit score, Progressive alignment",23635,easy,2,e a s i l y,7 8 9 13 14 15,"""- e a s -""","""- i l y""","Simple edit score, Progressive alignment with LCS"
23636,easy,3,e a s i n e s s,7 8 9 13 16 18 19 21,"""- e a s -""","""- i n e s s""","Simple edit score, Progressive alignment",23636,easy,3,e a s i n e s s,7 8 9 13 16 18 19 21,"""- e a s -""","""- i n e s s""","Simple edit score, Progressive alignment with LCS"
23637,easy,4,e a s y,7 8 9 15,"""- e a s -""","""- y""","Simple edit score, Progressive alignment",23637,easy,4,e a s y,7 8 9 15,"""- e a s -""","""- y""","Simple edit score, Progressive alignment with LCS"
23638,easy,5,e a s y g o i n g,7 8 9 10 11 12 13 16 17,"""- e a s -""","""- y g o i n g""","Simple edit score, Progressive alignment",23638,easy,5,e a s y g o i n g,7 8 9 10 11 12 13 16 17,"""- e a s -""","""- y g o i n g""","Simple edit score, Progressive alignment with LCS"
23639,easy,6,s p e a k e a s i e s,0 1 2 3 4 7 8 9 13 18 21,"""- e a s -""","""s p e a k - i e s""","Simple edit score, Progressive alignment",23639,easy,6,s p e a k e a s i e s,0 1 2 3 4 7 8 9 13 18 21,"""- e a s -""","""s p e a k - i e s""","Simple edit score, Progressive alignment with LCS"
23640,easy,7,s p e a k e a s y,0 1 2 3 4 7 8 9 15,"""- e a s -""","""s p e a k - y""","Simple edit score, Progressive alignment",23640,easy,7,s p e a k e a s y,0 1 2 3 4 7 8 9 15,"""- e a s -""","""s p e a k - y""","Simple edit score, Progressive alignment with LCS"
23641,easy,8,u n e a s i e r,5 6 7 8 9 13 18 20,"""- e a s -""","""u n - i e r""","Simple edit score, Progressive alignment",23641,easy,8,u n e a s i e r,5 6 7 8 9 13 18 20,"""- e a s -""","""u n - i e r""","Simple edit score, Progressive alignment with LCS"
23642,easy,9,u n e a s i e s t,5 6 7 8 9 13 18 21 22,"""- e a s -""","""u n - i e s t""","Simple edit score, Progressive alignment",23642,easy,9,u n e a s i e s t,5 6 7 8 9 13 18 21 22,"""- e a s -""","""u n - i e s t""","Simple edit score, Progressive alignment with LCS"
23643,easy,10,u n e a s i l y,5 6 7 8 9 13 14 15,"""- e a s -""","""u n - i l y""","Simple edit score, Progressive alignment",23643,easy,10,u n e a s i l y,5 6 7 8 9 13 14 15,"""- e a s -""","""u n - i l y""","Simple edit score, Progressive alignment with LCS"
23644,easy,11,u n e a s i n e s s,5 6 7 8 9 13 16 18 19 21,"""- e a s -""","""u n - i n e s s""","Simple edit score, Progressive alignment",23644,easy,11,u n e a s i n e s s,5 6 7 8 9 13 16 18 19 21,"""- e a s -""","""u n - i n e s s""","Simple edit score, Progressive alignment with LCS"
23645,easy,12,u n e a s y,5 6 7 8 9 15,"""- e a s -""","""u n - y""","Simple edit score, Progressive alignment",23645,easy,12,u n e a s y,5 6 7 8 9 15,"""- e a s -""","""u n - y""","Simple edit score, Progressive alignment with LCS"
26952,first-class,0,f i r s t - c l a s s,0 1 2 3 4 6 7 8 9 10,"""f i r s t - c l a s s""","""-""","Simple edit score, Progressive alignment",26952,first-class,0,f i r s t - c l a s s,0 1 2 3 4 6 7 8 9 10,"""f i r s t - c l a s s""","""-""","Simple edit score, Progressive alignment with LCS"
31590,gorge,0,d i s g o r g e,0 1 2 3 4 5 6 7,"""- g o r g -""","""d i s - e""","Simple edit score, Progressive alignment",31590,gorge,0,d i s g o r g e,0 1 2 3 4 5 6 7,"""- g o r g -""","""d i s - e""","Simple edit score, Progressive alignment with LCS"
31591,gorge,1,d i s g o r g e d,0 1 2 3 4 5 6 7 18,"""- g o r g -""","""d i s - e d""","Simple edit score, Progressive alignment",31591,gorge,1,d i s g o r g e d,0 1 2 3 4 5 6 7 18,"""- g o r g -""","""d i s - e d""","Simple edit score, Progressive alignment with LCS"
31592,gorge,2,d i s g o r g e s,0 1 2 3 4 5 6 7 15,"""- g o r g -""","""d i s - e s""","Simple edit score, Progressive alignment",31592,gorge,2,d i s g o r g e s,0 1 2 3 4 5 6 7 15,"""- g o r g -""","""d i s - e s""","Simple edit score, Progressive alignment with LCS"
31593,gorge,3,d i s g o r g i n g,0 1 2 3 4 5 6 11 12 19,"""- g o r g -""","""d i s - i n g""","Simple edit score, Progressive alignment",31593,gorge,3,d i s g o r g i n g,0 1 2 3 4 5 6 11 12 19,"""- g o r g -""","""d i s - i n g""","Simple edit score, Progressive alignment with LCS"
31594,gorge,4,g o r g e,3 4 5 6 7,"""- g o r g -""","""- e""","Simple edit score, Progressive alignment",31594,gorge,4,g o r g e,3 4 5 6 7,"""- g o r g -""","""- e""","Simple edit score, Progressive alignment with LCS"
31595,gorge,5,g o r g e d,3 4 5 6 7 18,"""- g o r g -""","""- e d""","Simple edit score, Progressive alignment",31595,gorge,5,g o r g e d,3 4 5 6 7 18,"""- g o r g -""","""- e d""","Simple edit score, Progressive alignment with LCS"
31596,gorge,6,g o r g e o u s,3 4 5 6 7 8 9 15,"""- g o r g -""","""- e o u s""","Simple edit score, Progressive alignment",31596,gorge,6,g o r g e o u s,3 4 5 6 7 8 9 15,"""- g o r g -""","""- e o u s""","Simple edit score, Progressive alignment with LCS"
31597,gorge,7,g o r g e o u s l y,3 4 5 6 7 8 9 15 16 17,"""- g o r g -""","""- e o u s l y""","Simple edit score, Progressive alignment",31597,gorge,7,g o r g e o u s l y,3 4 5 6 7 8 9 15 16 17,"""- g o r g -""","""- e o u s l y""","Simple edit score, Progressive alignment with LCS"
31598,gorge,8,g o r g e o u s n e s s,3 4 5 6 7 8 9 10 12 13 14 15,"""- g o r g -""","""- e o u s n e s s""","Simple edit score, Progressive alignment",31598,gorge,8,g o r g e o u s n e s s,3 4 5 6 7 8 9 10 12 13 14 15,"""- g o r g -""","""- e o u s n e s s""","Simple edit score, Progressive alignment with LCS"
31599,gorge,9,g o r g e s,3 4 5 6 7 15,"""- g o r g -""","""- e s""","Simple edit score, Progressive alignment",31599,gorge,9,g o r g e s,3 4 5 6 7 15,"""- g o r g -""","""- e s""","Simple edit score, Progressive alignment with LCS"
31600,gorge,10,g o r g i n g,3 4 5 6 11 12 19,"""- g o r g -""","""- i n g""","Simple edit score, Progressive alignment",31600,gorge,10,g o r g i n g,3 4 5 6 11 12 19,"""- g o r g -""","""- i n g""","Simple edit score, Progressive alignment with LCS"
60753,rough up,0,r o u g h _ u p,0 1 2 3 4 11 12 13,"""r o u g h - _ u p""","""-""","Simple edit score, Progressive alignment",60753,rough up,0,r o u g h _ u p,0 1 2 3 4 11 12 13,"""r o u g h - _ u p""","""-""","Simple edit score, Progressive alignment with LCS"
60754,rough up,1,r o u g h e d _ u p,0 1 2 3 4 8 9 11 12 13,"""r o u g h - _ u p""","""- e d -""","Simple edit score, Progressive alignment",60754,rough up,1,r o u g h e d _ u p,0 1 2 3 4 8 9 11 12 13,"""r o u g h - _ u p""","""- e d -""","Simple edit score, Progressive alignment with LCS"
60755,rough up,2,r o u g h i n g _ u p,0 1 2 3 4 5 6 7 11 12 13,"""r o u g h - _ u p""","""- i n g -""","Simple edit score, Progressive alignment",60755,rough up,2,r o u g h i n g _ u p,0 1 2 3 4 5 6 7 11 12 13,"""r o u g h - _ u p""","""- i n g -""","Simple edit score, Progressive alignment with LCS"
60756,rough up,3,r o u g h s _ u p,0 1 2 3 4 10 11 12 13,"""r o u g h - _ u p""","""- s -""","Simple edit score, Progressive alignment",60756,rough up,3,r o u g h s _ u p,0 1 2 3 4 10 11 12 13,"""r o u g h - _ u p""","""- s -""","Simple edit score, Progressive alignment with LCS"
74924,thrash,0,t h r a s h,0 1 2 3 4 5,"""t h r a s h -""","""-""","Simple edit score, Progressive alignment",74924,thrash,0,t h r a s h,0 1 2 3 4 5,"""t h r a s h -""","""-""","Simple edit score, Progressive alignment with LCS"
74925,thrash,1,t h r a s h e d,0 1 2 3 4 5 9 11,"""t h r a s h -""","""- e d""","Simple edit score, Progressive alignment",74925,thrash,1,t h r a s h e d,0 1 2 3 4 5 9 11,"""t h r a s h -""","""- e d""","Simple edit score, Progressive alignment with LCS"
74926,thrash,2,t h r a s h e s,0 1 2 3 4 5 9 10,"""t h r a s h -""","""- e s""","Simple edit score, Progressive alignment",74926,thrash,2,t h r a s h e s,0 1 2 3 4 5 9 10,"""t h r a s h -""","""- e s""","Simple edit score, Progressive alignment with LCS"
74927,thrash,3,t h r a s h i n g,0 1 2 3 4 5 6 7 8,"""t h r a s h -""","""- i n g""","Simple edit score, Progressive alignment",74927,thrash,3,t h r a s h i n g,0 1 2 3 4 5 6 7 8,"""t h r a s h -""","""- i n g""","Simple edit score, Progressive alignment with LCS"
684,Honduran,0,H o n d u r a n,0 1 2 3 4 5 6 7,"""H o n d u r a n -""","""-""","Simple edit score, Progressive alignment",684,Honduran,0,H o n d u r a n,0 1 2 3 4 5 6 7,"""H o n d u r a n -""","""-""","Simple edit score, Progressive alignment with LCS"
685,Honduran,1,H o n d u r a n s,0 1 2 3 4 5 6 7 8,"""H o n d u r a n -""","""- s""","Simple edit score, Progressive alignment",685,Honduran,1,H o n d u r a n s,0 1 2 3 4 5 6 7 8,"""H o n d u r a n -""","""- s""","Simple edit score, Progressive alignment with LCS"
53120,plum duff,0,p l u m _ d u f f,0 1 2 3 4 5 6 7 8,"""p l u m _ d u f f -""","""-""","Simple edit score, Progressive alignment",53120,plum duff,0,p l u m _ d u f f,0 1 2 3 4 5 6 7 8,"""p l u m _ d u f f -""","""-""","Simple edit score, Progressive alignment with LCS"
53121,plum duff,1,p l u m _ d u f f s,0 1 2 3 4 5 6 7 8 9,"""p l u m _ d u f f -""","""- s""","Simple edit score, Progressive alignment",53121,plum duff,1,p l u m _ d u f f s,0 1 2 3 4 5 6 7 8 9,"""p l u m _ d u f f -""","""- s""","Simple edit score, Progressive alignment with LCS"
72830,swelter,0,s w e l t e r,0 1 2 3 4 5 6,"""s w e l t e r -""","""-""","Simple edit score, Progressive alignment",72830,swelter,0,s w e l t e r,0 1 2 3 4 5 6,"""s w e l t e r -""","""-""","Simple edit score, Progressive alignment with LCS"
72831,swelter,1,s w e l t e r e d,0 1 2 3 4 5 6 10 11,"""s w e l t e r -""","""- e d""","Simple edit score, Progressive alignment",72831,swelter,1,s w e l t e r e d,0 1 2 3 4 5 6 10 11,"""s w e l t e r -""","""- e d""","Simple edit score, Progressive alignment with LCS"
72832,swelter,2,s w e l t e r i n g,0 1 2 3 4 5 6 7 8 9,"""s w e l t e r -""","""- i n g""","Simple edit score, Progressive alignment",72832,swelter,2,s w e l t e r i n g,0 1 2 3 4 5 6 7 8 9,"""s w e l t e r -""","""- i n g""","Simple edit score, Progressive alignment with LCS"
72833,swelter,3,s w e l t e r s,0 1 2 3 4 5 6 12,"""s w e l t e r -""","""- s""","Simple edit score, Progressive alignment",72833,swelter,3,s w e l t e r s,0 1 2 3 4 5 6 12,"""s w e l t e r -""","""- s""","Simple edit score, Progressive alignment with LCS"
4700,back passage,0,b a c k _ p a s s a g e,0 1 2 3 4 5 6 7 8 9 10 11,"""b a c k _ p a s s a g e -""","""-""","Simple edit score, Progressive alignment",4700,back passage,0,b a c k _ p a s s a g e,0 1 2 3 4 5 6 7 8 9 10 11,"""b a c k _ p a s s a g e -""","""-""","Simple edit score, Progressive alignment with LCS"
4701,back passage,1,b a c k _ p a s s a g e s,0 1 2 3 4 5 6 7 8 9 10 11 12,"""b a c k _ p a s s a g e -""","""- s""","Simple edit score, Progressive alignment",4701,back passage,1,b a c k _ p a s s a g e s,0 1 2 3 4 5 6 7 8 9 10 11 12,"""b a c k _ p a s s a g e -""","""- s""","Simple edit score, Progressive alignment with LCS"
41134,link,0,i n t e r l i n k,0 1 2 3 4 5 6 7 8,"""- l i n k -""","""i n t e r -""","Simple edit score, Progressive alignment",41134,link,0,i n t e r l i n k,0 1 2 3 4 5 6 7 8,"""- l i n k -""","""i n t e r -""","Simple edit score, Progressive alignment with LCS"
41135,link,1,i n t e r l i n k e d,0 1 2 3 4 5 6 7 8 18 20,"""- l i n k -""","""i n t e r - e d""","Simple edit score, Progressive alignment",41135,link,1,i n t e r l i n k e d,0 1 2 3 4 5 6 7 8 18 20,"""- l i n k -""","""i n t e r - e d""","Simple edit score, Progressive alignment with LCS"
41136,link,2,i n t e r l i n k i n g,0 1 2 3 4 5 6 7 8 12 13 15,"""- l i n k -""","""i n t e r - i n g""","Simple edit score, Progressive alignment",41136,link,2,i n t e r l i n k i n g,0 1 2 3 4 5 6 7 8 12 13 15,"""- l i n k -""","""i n t e r - i n g""","Simple edit score, Progressive alignment with LCS"
41137,link,3,i n t e r l i n k s,0 1 2 3 4 5 6 7 8 21,"""- l i n k -""","""i n t e r - s""","Simple edit score, Progressive alignment",41137,link,3,i n t e r l i n k s,0 1 2 3 4 5 6 7 8 21,"""- l i n k -""","""i n t e r - s""","Simple edit score, Progressive alignment with LCS"
41138,link,4,l i n k,5 6 7 8,"""- l i n k -""","""-""","Simple edit score, Progressive alignment",41138,link,4,l i n k,5 6 7 8,"""- l i n k -""","""-""","Simple edit score, Progressive alignment with LCS"
41139,link,5,l i n k a g e,5 6 7 8 14 15 18,"""- l i n k -""","""- a g e""","Simple edit score, Progressive alignment",41139,link,5,l i n k a g e,5 6 7 8 14 15 18,"""- l i n k -""","""- a g e""","Simple edit score, Progressive alignment with LCS"
41140,link,6,l i n k a g e s,5 6 7 8 14 15 18 21,"""- l i n k -""","""- a g e s""","Simple edit score, Progressive alignment",41140,link,6,l i n k a g e s,5 6 7 8 14 15 18 21,"""- l i n k -""","""- a g e s""","Simple edit score, Progressive alignment with LCS"
41141,link,7,l i n k b o y,5 6 7 8 9 10 11,"""- l i n k -""","""- b o y""","Simple edit score, Progressive alignment",41141,link,7,l i n k b o y,5 6 7 8 9 10 11,"""- l i n k -""","""- b o y""","Simple edit score, Progressive alignment with LCS"
41142,link,8,l i n k b o y s,5 6 7 8 9 10 11 21,"""- l i n k -""","""- b o y s""","Simple edit score, Progressive alignment",41142,link,8,l i n k b o y s,5 6 7 8 9 10 11 21,"""- l i n k -""","""- b o y s""","Simple edit score, Progressive alignment with LCS"
41143,link,9,l i n k e d,5 6 7 8 18 20,"""- l i n k -""","""- e d""","Simple edit score, Progressive alignment",41143,link,9,l i n k e d,5 6 7 8 18 20,"""- l i n k -""","""- e d""","Simple edit score, Progressive alignment with LCS"
41144,link,10,l i n k i n g,5 6 7 8 12 19 20,"""- l i n k -""","""- i n g""","Simple edit score, Progressive alignment",41144,link,10,l i n k i n g,5 6 7 8 12 19 20,"""- l i n k -""","""- i n g""","Simple edit score, Progressive alignment with LCS"
41145,link,11,l i n k m a n,5 6 7 8 13 14 19,"""- l i n k -""","""- m a n""","Simple edit score, Progressive alignment",41145,link,11,l i n k m a n,5 6 7 8 13 14 19,"""- l i n k -""","""- m a n""","Simple edit score, Progressive alignment with LCS"
41146,link,12,l i n k m e n,5 6 7 8 13 18 19,"""- l i n k -""","""- m e n""","Simple edit score, Progressive alignment",41146,link,12,l i n k m e n,5 6 7 8 13 18 19,"""- l i n k -""","""- m e n""","Simple edit score, Progressive alignment with LCS"
41147,link,13,l i n k s,5 6 7 8 21,"""- l i n k -""","""- s""","Simple edit score, Progressive alignment",41147,link,13,l i n k s,5 6 7 8 21,"""- l i n k -""","""- s""","Simple edit score, Progressive alignment with LCS"
41148,link,14,l i n k u p,5 6 7 8 16 17,"""- l i n k -""","""- u p""","Simple edit score, Progressive alignment",41148,link,14,l i n k u p,5 6 7 8 16 17,"""- l i n k -""","""- u p""","Simple edit score, Progressive alignment with LCS"
41149,link,15,l i n k u p s,5 6 7 8 16 17 21,"""- l i n k -""","""- u p s""","Simple edit score, Progressive alignment",41149,link,15,l i n k u p s,5 6 7 8 16 17 21,"""- l i n k -""","""- u p s""","Simple edit score, Progressive alignment with LCS"
48150,occupational therapy,0,o c c u p a t i o n a l _ t h e r a p y,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19,"""o c c u p a t i o n a l _ t h e r a p y""","""-""","Simple edit score, Progressive alignment",48150,occupational therapy,0,o c c u p a t i o n a l _ t h e r a p y,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19,"""o c c u p a t i o n a l _ t h e r a p y""","""-""","Simple edit score, Progressive alignment with LCS"
65000,shoulder,0,r o u n d - s h o u l d e r e d,0 1 4 8 9 10 11 12 13 14 15 16 17 32 33,"""- s h o u l d e r -""","""r o u n d - e d""","Simple edit score, Progressive alignment",65000,shoulder,0,r o u n d - s h o u l d e r e d,0 1 4 8 9 10 11 12 13 14 15 16 17 32 33,"""- s h o u l d e r -""","""r o u n d - e d""","Simple edit score, Progressive alignment with LCS"
65001,shoulder,1,s h o u l d e r,10 11 12 13 14 15 16 17,"""- s h o u l d e r -""","""-""","Simple edit score, Progressive alignment",65001,shoulder,1,s h o u l d e r,10 11 12 13 14 15 16 17,"""- s h o u l d e r -""","""-""","Simple edit score, Progressive alignment with LCS"
65002,shoulder,2,s h o u l d e r - b l a d e,10 11 12 13 14 15 16 17 22 26 27 29 32,"""- s h o u l d e r -""","""- b l a d e""","Simple edit score, Progressive alignment",65002,shoulder,2,s h o u l d e r - b l a d e,10 11 12 13 14 15 16 17 22 26 27 29 32,"""- s h o u l d e r -""","""- b l a d e""","Simple edit score, Progressive alignment with LCS"
65003,shoulder,3,s h o u l d e r - b l a d e s,10 11 12 13 14 15 16 17 22 26 27 29 32 34,"""- s h o u l d e r -""","""- b l a d e s""","Simple edit score, Progressive alignment",65003,shoulder,3,s h o u l d e r - b l a d e s,10 11 12 13 14 15 16 17 22 26 27 29 32 34,"""- s h o u l d e r -""","""- b l a d e s""","Simple edit score, Progressive alignment with LCS"
65004,shoulder,4,s h o u l d e r - f l a s h,10 11 12 13 14 15 16 17 21 26 27 30 31,"""- s h o u l d e r -""","""- f l a s h""","Simple edit score, Progressive alignment",65004,shoulder,4,s h o u l d e r - f l a s h,10 11 12 13 14 15 16 17 21 26 27 30 31,"""- s h o u l d e r -""","""- f l a s h""","Simple edit score, Progressive alignment with LCS"
65005,shoulder,5,s h o u l d e r - f l a s h e s,10 11 12 13 14 15 16 17 21 26 27 30 31 32 34,"""- s h o u l d e r -""","""- f l a s h e s""","Simple edit score, Progressive alignment",65005,shoulder,5,s h o u l d e r - f l a s h e s,10 11 12 13 14 15 16 17 21 26 27 30 31 32 34,"""- s h o u l d e r -""","""- f l a s h e s""","Simple edit score, Progressive alignment with LCS"
65006,shoulder,6,s h o u l d e r - s t r a p,10 11 12 13 14 15 16 17 23 24 25 27 28,"""- s h o u l d e r -""","""- s t r a p""","Simple edit score, Progressive alignment",65006,shoulder,6,s h o u l d e r - s t r a p,10 11 12 13 14 15 16 17 23 24 25 27 28,"""- s h o u l d e r -""","""- s t r a p""","Simple edit score, Progressive alignment with LCS"
65007,shoulder,7,s h o u l d e r - s t r a p s,10 11 12 13 14 15 16 17 23 24 25 27 28 34,"""- s h o u l d e r -""","""- s t r a p s""","Simple edit score, Progressive alignment",65007,shoulder,7,s h o u l d e r - s t r a p s,10 11 12 13 14 15 16 17 23 24 25 27 28 34,"""- s h o u l d e r -""","""- s t r a p s""","Simple edit score, Progressive alignment with LCS"
