index,lexeme,cell,phon_form,alignment,stem,exponents,method,index,lexeme,cell,phon_form,alignment,stem,exponents,method
10384,burn up,1,b u r n - u p,0 1 2 5 12 13,"""b u r - n - u p -""","""-""","Simple edit score, Progressive alignment",10384,burn up,1,b u r n - u p,0 1 2 5 12 13,"""b u r - n - u p -""","""-""","Simple edit score, Progressive alignment with LCS"
10385,burn up,2,b u r n - u p s,0 1 2 5 12 13 14,"""b u r - n - u p -""","""- s""","Simple edit score, Progressive alignment",10385,burn up,2,b u r n - u p s,0 1 2 5 12 13 14,"""b u r - n - u p -""","""- s""","Simple edit score, Progressive alignment with LCS"
10386,burn up,3,b u r n e d _ u p,0 1 2 5 7 8 11 12 13,"""b u r - n - u p -""","""- e d _ -""","Simple edit score, Progressive alignment",10386,burn up,3,b u r n e d _ u p,0 1 2 5 7 8 11 12 13,"""b u r - n - u p -""","""- e d _ -""","Simple edit score, Progressive alignment with LCS"
10387,burn up,4,b u r n i n g _ u p,0 1 2 3 4 5 6 11 12 13,"""b u r - n - u p -""","""- n i - g _ -""","Simple edit score, Progressive alignment",10387,burn up,4,b u r n i n g _ u p,0 1 2 3 4 5 6 11 12 13,"""b u r - n - u p -""","""- n i - g _ -""","Simple edit score, Progressive alignment with LCS"
10388,burn up,5,b u r n s _ u p,0 1 2 5 10 11 12 13,"""b u r - n - u p -""","""- s _ -""","Simple edit score, Progressive alignment",10388,burn up,5,b u r n s _ u p,0 1 2 5 10 11 12 13,"""b u r - n - u p -""","""- s _ -""","Simple edit score, Progressive alignment with LCS"
10389,burn up,6,b u r n t _ u p,0 1 2 5 9 11 12 13,"""b u r - n - u p -""","""- t _ -""","Simple edit score, Progressive alignment",10389,burn up,6,b u r n t _ u p,0 1 2 5 9 11 12 13,"""b u r - n - u p -""","""- t _ -""","Simple edit score, Progressive alignment with LCS"
53629,pomelo,0,p o m e l o,0 1 2 3 4 5,"""p o m e l o -""","""-""","Simple edit score, Progressive alignment",53629,pomelo,0,p o m e l o,0 1 2 3 4 5,"""p o m e l o -""","""-""","Simple edit score, Progressive alignment with LCS"
53630,pomelo,1,p o m e l o s,0 1 2 3 4 5 6,"""p o m e l o -""","""- s""","Simple edit score, Progressive alignment",53630,pomelo,1,p o m e l o s,0 1 2 3 4 5 6,"""p o m e l o -""","""- s""","Simple edit score, Progressive alignment with LCS"
41028,limited,0,l i m i t e d,2 3 4 5 6 7 8,"""- l i m i t e d""","""-""","Simple edit score, Progressive alignment",41028,limited,0,l i m i t e d,2 3 4 5 6 7 8,"""- l i m i t e d""","""-""","Simple edit score, Progressive alignment with LCS"
41029,limited,1,u n l i m i t e d,0 1 2 3 4 5 6 7 8,"""- l i m i t e d""","""u n -""","Simple edit score, Progressive alignment",41029,limited,1,u n l i m i t e d,0 1 2 3 4 5 6 7 8,"""- l i m i t e d""","""u n -""","Simple edit score, Progressive alignment with LCS"
27604,floe,0,f l o e,3 4 5 6,"""- f l o e -""","""-""","Simple edit score, Progressive alignment",27604,floe,0,f l o e,3 4 5 6,"""- f l o e -""","""-""","Simple edit score, Progressive alignment with LCS"
27605,floe,1,f l o e s,3 4 5 6 7,"""- f l o e -""","""- s""","Simple edit score, Progressive alignment",27605,floe,1,f l o e s,3 4 5 6 7,"""- f l o e -""","""- s""","Simple edit score, Progressive alignment with LCS"
27606,floe,2,i c e f l o e,0 1 2 3 4 5 6,"""- f l o e -""","""i c e -""","Simple edit score, Progressive alignment",27606,floe,2,i c e f l o e,0 1 2 3 4 5 6,"""- f l o e -""","""i c e -""","Simple edit score, Progressive alignment with LCS"
27607,floe,3,i c e f l o e s,0 1 2 3 4 5 6 7,"""- f l o e -""","""i c e - s""","Simple edit score, Progressive alignment",27607,floe,3,i c e f l o e s,0 1 2 3 4 5 6 7,"""- f l o e -""","""i c e - s""","Simple edit score, Progressive alignment with LCS"
55744,prostitute,0,p r o s t i t u t e,0 1 2 3 4 5 6 7 8 9,"""p r o s t i t u t -""","""- e""","Simple edit score, Progressive alignment",55744,prostitute,0,p r o s t i t u t e,0 1 2 3 4 5 6 7 8 9,"""p r o s t i t u t -""","""- e""","Simple edit score, Progressive alignment with LCS"
55745,prostitute,1,p r o s t i t u t e d,0 1 2 3 4 5 6 7 8 9 11,"""p r o s t i t u t -""","""- e d""","Simple edit score, Progressive alignment",55745,prostitute,1,p r o s t i t u t e d,0 1 2 3 4 5 6 7 8 9 11,"""p r o s t i t u t -""","""- e d""","Simple edit score, Progressive alignment with LCS"
55746,prostitute,2,p r o s t i t u t e s,0 1 2 3 4 5 6 7 8 9 10,"""p r o s t i t u t -""","""- e s""","Simple edit score, Progressive alignment",55746,prostitute,2,p r o s t i t u t e s,0 1 2 3 4 5 6 7 8 9 10,"""p r o s t i t u t -""","""- e s""","Simple edit score, Progressive alignment with LCS"
55747,prostitute,3,p r o s t i t u t i n g,0 1 2 3 4 5 6 7 8 12 14 15,"""p r o s t i t u t -""","""- i n g""","Simple edit score, Progressive alignment",55747,prostitute,3,p r o s t i t u t i n g,0 1 2 3 4 5 6 7 8 12 14 15,"""p r o s t i t u t -""","""- i n g""","Simple edit score, Progressive alignment with LCS"
55748,prostitute,4,p r o s t i t u t i o n,0 1 2 3 4 5 6 7 8 12 13 14,"""p r o s t i t u t -""","""- i o n""","Simple edit score, Progressive alignment",55748,prostitute,4,p r o s t i t u t i o n,0 1 2 3 4 5 6 7 8 12 13 14,"""p r o s t i t u t -""","""- i o n""","Simple edit score, Progressive alignment with LCS"
56974,quean,0,q u e a n,0 1 2 3 4,"""q u e a n -""","""-""","Simple edit score, Progressive alignment",56974,quean,0,q u e a n,0 1 2 3 4,"""q u e a n -""","""-""","Simple edit score, Progressive alignment with LCS"
56975,quean,1,q u e a n s,0 1 2 3 4 5,"""q u e a n -""","""- s""","Simple edit score, Progressive alignment",56975,quean,1,q u e a n s,0 1 2 3 4 5,"""q u e a n -""","""- s""","Simple edit score, Progressive alignment with LCS"
39779,lay aside,0,l a i d _ a s i d e,0 1 3 7 8 9 10 11 12 13,"""l a - _ a s i d e""","""- i d -""","Simple edit score, Progressive alignment",39779,lay aside,0,l a i d _ a s i d e,0 1 3 7 8 9 10 11 12 13,"""l a - _ a s i d e""","""- i d -""","Simple edit score, Progressive alignment with LCS"
39780,lay aside,1,l a y _ a s i d e,0 1 2 8 9 10 11 12 13,"""l a - _ a s i d e""","""- y -""","Simple edit score, Progressive alignment",39780,lay aside,1,l a y _ a s i d e,0 1 2 8 9 10 11 12 13,"""l a - _ a s i d e""","""- y -""","Simple edit score, Progressive alignment with LCS"
39781,lay aside,2,l a y i n g _ a s i d e,0 1 2 3 4 5 8 9 10 11 12 13,"""l a - _ a s i d e""","""- y i n g -""","Simple edit score, Progressive alignment",39781,lay aside,2,l a y i n g _ a s i d e,0 1 2 3 4 5 8 9 10 11 12 13,"""l a - _ a s i d e""","""- y i n g -""","Simple edit score, Progressive alignment with LCS"
39782,lay aside,3,l a y s _ a s i d e,0 1 2 6 8 9 10 11 12 13,"""l a - _ a s i d e""","""- y s -""","Simple edit score, Progressive alignment",39782,lay aside,3,l a y s _ a s i d e,0 1 2 6 8 9 10 11 12 13,"""l a - _ a s i d e""","""- y s -""","Simple edit score, Progressive alignment with LCS"
33963,heartening,0,h e a r t e n i n g,0 1 2 3 4 5 6 7 8 9,"""h e a r t e n i n g -""","""-""","Simple edit score, Progressive alignment",33963,heartening,0,h e a r t e n i n g,0 1 2 3 4 5 6 7 8 9,"""h e a r t e n i n g -""","""-""","Simple edit score, Progressive alignment with LCS"
33964,heartening,1,h e a r t e n i n g l y,0 1 2 3 4 5 6 7 8 9 10 11,"""h e a r t e n i n g -""","""- l y""","Simple edit score, Progressive alignment",33964,heartening,1,h e a r t e n i n g l y,0 1 2 3 4 5 6 7 8 9 10 11,"""h e a r t e n i n g -""","""- l y""","Simple edit score, Progressive alignment with LCS"
926,Malian,0,M a l i a n,0 1 2 3 4 5,"""M a l i a n -""","""-""","Simple edit score, Progressive alignment",926,Malian,0,M a l i a n,0 1 2 3 4 5,"""M a l i a n -""","""-""","Simple edit score, Progressive alignment with LCS"
927,Malian,1,M a l i a n s,0 1 2 3 4 5 6,"""M a l i a n -""","""- s""","Simple edit score, Progressive alignment",927,Malian,1,M a l i a n s,0 1 2 3 4 5 6,"""M a l i a n -""","""- s""","Simple edit score, Progressive alignment with LCS"
5989,bear hug,0,b e a r _ h u g,0 1 2 3 4 5 6 7,"""b e a r _ h u g -""","""-""","Simple edit score, Progressive alignment",5989,bear hug,0,b e a r _ h u g,0 1 2 3 4 5 6 7,"""b e a r _ h u g -""","""-""","Simple edit score, Progressive alignment with LCS"
5990,bear hug,1,b e a r _ h u g s,0 1 2 3 4 5 6 7 8,"""b e a r _ h u g -""","""- s""","Simple edit score, Progressive alignment",5990,bear hug,1,b e a r _ h u g s,0 1 2 3 4 5 6 7 8,"""b e a r _ h u g -""","""- s""","Simple edit score, Progressive alignment with LCS"
77688,twaddle,0,t w a d d l e,0 1 2 3 4 5 9,"""t w a d d l -""","""- e""","Simple edit score, Progressive alignment",77688,twaddle,0,t w a d d l e,0 1 2 3 4 5 9,"""t w a d d l -""","""- e""","Simple edit score, Progressive alignment with LCS"
77689,twaddle,1,t w a d d l e d,0 1 2 3 4 5 9 11,"""t w a d d l -""","""- e d""","Simple edit score, Progressive alignment",77689,twaddle,1,t w a d d l e d,0 1 2 3 4 5 9 11,"""t w a d d l -""","""- e d""","Simple edit score, Progressive alignment with LCS"
77690,twaddle,2,t w a d d l e s,0 1 2 3 4 5 9 10,"""t w a d d l -""","""- e s""","Simple edit score, Progressive alignment",77690,twaddle,2,t w a d d l e s,0 1 2 3 4 5 9 10,"""t w a d d l -""","""- e s""","Simple edit score, Progressive alignment with LCS"
77691,twaddle,3,t w a d d l i n g,0 1 2 3 4 5 6 7 8,"""t w a d d l -""","""- i n g""","Simple edit score, Progressive alignment",77691,twaddle,3,t w a d d l i n g,0 1 2 3 4 5 6 7 8,"""t w a d d l -""","""- i n g""","Simple edit score, Progressive alignment with LCS"
33695,hatching,0,c r o s s - h a t c h i n g,0 1 2 3 4 5 6 7 8 9 10 11 12,"""- h a t c h i n g""","""c r o s s -""","Simple edit score, Progressive alignment",33695,hatching,0,c r o s s - h a t c h i n g,0 1 2 3 4 5 6 7 8 9 10 11 12,"""- h a t c h i n g""","""c r o s s -""","Simple edit score, Progressive alignment with LCS"
33696,hatching,1,h a t c h i n g,5 6 7 8 9 10 11 12,"""- h a t c h i n g""","""-""","Simple edit score, Progressive alignment",33696,hatching,1,h a t c h i n g,5 6 7 8 9 10 11 12,"""- h a t c h i n g""","""-""","Simple edit score, Progressive alignment with LCS"
7723,blowing-up,0,b l o w i n g - u p,0 1 2 3 4 5 6 7 8,"""b l o w i n g u p -""","""-""","Simple edit score, Progressive alignment",7723,blowing-up,0,b l o w i n g - u p,0 1 2 3 4 5 6 7 8,"""b l o w i n g u p -""","""-""","Simple edit score, Progressive alignment with LCS"
7724,blowing-up,1,b l o w i n g - u p s,0 1 2 3 4 5 6 7 8 9,"""b l o w i n g u p -""","""- s""","Simple edit score, Progressive alignment",7724,blowing-up,1,b l o w i n g - u p s,0 1 2 3 4 5 6 7 8 9,"""b l o w i n g u p -""","""- s""","Simple edit score, Progressive alignment with LCS"
79311,wail,0,b e w a i l,0 1 2 3 4 5,"""- w a i l -""","""b e -""","Simple edit score, Progressive alignment",79311,wail,0,b e w a i l,0 1 2 3 4 5,"""- w a i l -""","""b e -""","Simple edit score, Progressive alignment with LCS"
79312,wail,1,b e w a i l e d,0 1 2 3 4 5 9 10,"""- w a i l -""","""b e - e d""","Simple edit score, Progressive alignment",79312,wail,1,b e w a i l e d,0 1 2 3 4 5 9 10,"""- w a i l -""","""b e - e d""","Simple edit score, Progressive alignment with LCS"
79313,wail,2,b e w a i l i n g,0 1 2 3 4 5 6 7 8,"""- w a i l -""","""b e - i n g""","Simple edit score, Progressive alignment",79313,wail,2,b e w a i l i n g,0 1 2 3 4 5 6 7 8,"""- w a i l -""","""b e - i n g""","Simple edit score, Progressive alignment with LCS"
79314,wail,3,b e w a i l s,0 1 2 3 4 5 11,"""- w a i l -""","""b e - s""","Simple edit score, Progressive alignment",79314,wail,3,b e w a i l s,0 1 2 3 4 5 11,"""- w a i l -""","""b e - s""","Simple edit score, Progressive alignment with LCS"
79315,wail,4,w a i l,2 3 4 5,"""- w a i l -""","""-""","Simple edit score, Progressive alignment",79315,wail,4,w a i l,2 3 4 5,"""- w a i l -""","""-""","Simple edit score, Progressive alignment with LCS"
79316,wail,5,w a i l e d,2 3 4 5 9 10,"""- w a i l -""","""- e d""","Simple edit score, Progressive alignment",79316,wail,5,w a i l e d,2 3 4 5 9 10,"""- w a i l -""","""- e d""","Simple edit score, Progressive alignment with LCS"
79317,wail,6,w a i l i n g,2 3 4 5 6 7 8,"""- w a i l -""","""- i n g""","Simple edit score, Progressive alignment",79317,wail,6,w a i l i n g,2 3 4 5 6 7 8,"""- w a i l -""","""- i n g""","Simple edit score, Progressive alignment with LCS"
79318,wail,7,w a i l s,2 3 4 5 11,"""- w a i l -""","""- s""","Simple edit score, Progressive alignment",79318,wail,7,w a i l s,2 3 4 5 11,"""- w a i l -""","""- s""","Simple edit score, Progressive alignment with LCS"
41895,look down on,0,l o o k _ d o w n _ o n,0 1 2 3 10 11 12 13 14 15 16 17,"""l o o k - _ d o w n _ o n""","""-""","Simple edit score, Progressive alignment",41895,look down on,0,l o o k _ d o w n _ o n,0 1 2 3 10 11 12 13 14 15 16 17,"""l o o k - _ d o w n _ o n""","""-""","Simple edit score, Progressive alignment with LCS"
41896,look down on,1,l o o k e d _ d o w n _ o n,0 1 2 3 7 8 10 11 12 13 14 15 16 17,"""l o o k - _ d o w n _ o n""","""- e d -""","Simple edit score, Progressive alignment",41896,look down on,1,l o o k e d _ d o w n _ o n,0 1 2 3 7 8 10 11 12 13 14 15 16 17,"""l o o k - _ d o w n _ o n""","""- e d -""","Simple edit score, Progressive alignment with LCS"
41897,look down on,2,l o o k i n g _ d o w n _ o n,0 1 2 3 4 5 6 10 11 12 13 14 15 16 17,"""l o o k - _ d o w n _ o n""","""- i n g -""","Simple edit score, Progressive alignment",41897,look down on,2,l o o k i n g _ d o w n _ o n,0 1 2 3 4 5 6 10 11 12 13 14 15 16 17,"""l o o k - _ d o w n _ o n""","""- i n g -""","Simple edit score, Progressive alignment with LCS"
41898,look down on,3,l o o k s _ d o w n _ o n,0 1 2 3 9 10 11 12 13 14 15 16 17,"""l o o k - _ d o w n _ o n""","""- s -""","Simple edit score, Progressive alignment",41898,look down on,3,l o o k s _ d o w n _ o n,0 1 2 3 9 10 11 12 13 14 15 16 17,"""l o o k - _ d o w n _ o n""","""- s -""","Simple edit score, Progressive alignment with LCS"
20672,devotions,0,d e v o t i o n s,0 1 2 3 4 5 6 7 8,"""d e v o t i o n s""","""-""","Simple edit score, Progressive alignment",20672,devotions,0,d e v o t i o n s,0 1 2 3 4 5 6 7 8,"""d e v o t i o n s""","""-""","Simple edit score, Progressive alignment with LCS"
19474,darling,0,d a r l i n g,0 1 2 3 4 5 6,"""d a r l i n g -""","""-""","Simple edit score, Progressive alignment",19474,darling,0,d a r l i n g,0 1 2 3 4 5 6,"""d a r l i n g -""","""-""","Simple edit score, Progressive alignment with LCS"
19475,darling,1,d a r l i n g s,0 1 2 3 4 5 6 7,"""d a r l i n g -""","""- s""","Simple edit score, Progressive alignment",19475,darling,1,d a r l i n g s,0 1 2 3 4 5 6 7,"""d a r l i n g -""","""- s""","Simple edit score, Progressive alignment with LCS"
39571,lateral,0,b i l a t e r a l,8 9 10 11 12 13 14 15 17,"""- l a t e r a - l -""","""b i -""","Simple edit score, Progressive alignment",39571,lateral,0,b i l a t e r a l,8 9 10 11 12 13 14 15 17,"""- l a t e r a - l -""","""b i -""","Simple edit score, Progressive alignment with LCS"
39572,lateral,1,b i l a t e r a l i s m,8 9 10 11 12 13 14 15 17 18 20 21,"""- l a t e r a - l -""","""b i - i s m""","Simple edit score, Progressive alignment",39572,lateral,1,b i l a t e r a l i s m,8 9 10 11 12 13 14 15 17 18 20 21,"""- l a t e r a - l -""","""b i - i s m""","Simple edit score, Progressive alignment with LCS"
39573,lateral,2,b i l a t e r a l l y,8 9 10 11 12 13 14 15 16 17 19,"""- l a t e r a - l -""","""b i - l - y""","Simple edit score, Progressive alignment",39573,lateral,2,b i l a t e r a l l y,8 9 10 11 12 13 14 15 16 17 19,"""- l a t e r a - l -""","""b i - l - y""","Simple edit score, Progressive alignment with LCS"
39574,lateral,3,e q u i l a t e r a l,1 2 3 9 10 11 12 13 14 15 17,"""- l a t e r a - l -""","""e q u i -""","Simple edit score, Progressive alignment",39574,lateral,3,e q u i l a t e r a l,1 2 3 9 10 11 12 13 14 15 17,"""- l a t e r a - l -""","""e q u i -""","Simple edit score, Progressive alignment with LCS"
39575,lateral,4,l a t e r a l,10 11 12 13 14 15 17,"""- l a t e r a - l -""","""-""","Simple edit score, Progressive alignment",39575,lateral,4,l a t e r a l,10 11 12 13 14 15 17,"""- l a t e r a - l -""","""-""","Simple edit score, Progressive alignment with LCS"
39576,lateral,5,l a t e r a l l y,10 11 12 13 14 15 16 17 19,"""- l a t e r a - l -""","""- l - y""","Simple edit score, Progressive alignment",39576,lateral,5,l a t e r a l l y,10 11 12 13 14 15 16 17 19,"""- l a t e r a - l -""","""- l - y""","Simple edit score, Progressive alignment with LCS"
39577,lateral,6,l a t e r a l s,10 11 12 13 14 15 17 20,"""- l a t e r a - l -""","""- s""","Simple edit score, Progressive alignment",39577,lateral,6,l a t e r a l s,10 11 12 13 14 15 17 20,"""- l a t e r a - l -""","""- s""","Simple edit score, Progressive alignment with LCS"
39578,lateral,7,m u l t i l a t e r a l,0 3 4 6 9 10 11 12 13 14 15 17,"""- l a t e r a - l -""","""m u l t i -""","Simple edit score, Progressive alignment",39578,lateral,7,m u l t i l a t e r a l,0 3 4 6 9 10 11 12 13 14 15 17,"""- l a t e r a - l -""","""m u l t i -""","Simple edit score, Progressive alignment with LCS"
39579,lateral,8,m u l t i l a t e r a l l y,0 3 4 6 9 10 11 12 13 14 15 16 17 19,"""- l a t e r a - l -""","""m u l t i - l - y""","Simple edit score, Progressive alignment",39579,lateral,8,m u l t i l a t e r a l l y,0 3 4 6 9 10 11 12 13 14 15 16 17 19,"""- l a t e r a - l -""","""m u l t i - l - y""","Simple edit score, Progressive alignment with LCS"
39580,lateral,9,t r i l a t e r a l,6 7 9 10 11 12 13 14 15 17,"""- l a t e r a - l -""","""t r i -""","Simple edit score, Progressive alignment",39580,lateral,9,t r i l a t e r a l,6 7 9 10 11 12 13 14 15 17,"""- l a t e r a - l -""","""t r i -""","Simple edit score, Progressive alignment with LCS"
39581,lateral,10,t r i l a t e r a l l y,6 7 9 10 11 12 13 14 15 16 17 19,"""- l a t e r a - l -""","""t r i - l - y""","Simple edit score, Progressive alignment",39581,lateral,10,t r i l a t e r a l l y,6 7 9 10 11 12 13 14 15 16 17 19,"""- l a t e r a - l -""","""t r i - l - y""","Simple edit score, Progressive alignment with LCS"
39582,lateral,11,u n i l a t e r a l,3 5 9 10 11 12 13 14 15 17,"""- l a t e r a - l -""","""u n i -""","Simple edit score, Progressive alignment",39582,lateral,11,u n i l a t e r a l,3 5 9 10 11 12 13 14 15 17,"""- l a t e r a - l -""","""u n i -""","Simple edit score, Progressive alignment with LCS"
39583,lateral,12,u n i l a t e r a l l y,3 5 9 10 11 12 13 14 15 16 17 19,"""- l a t e r a - l -""","""u n i - l - y""","Simple edit score, Progressive alignment",39583,lateral,12,u n i l a t e r a l l y,3 5 9 10 11 12 13 14 15 16 17 19,"""- l a t e r a - l -""","""u n i - l - y""","Simple edit score, Progressive alignment with LCS"
68050,somersault,0,s o m e r s a u l t,0 1 2 3 4 5 6 7 8 9,"""s o m e r s a u l t -""","""-""","Simple edit score, Progressive alignment",68050,somersault,0,s o m e r s a u l t,0 1 2 3 4 5 6 7 8 9,"""s o m e r s a u l t -""","""-""","Simple edit score, Progressive alignment with LCS"
68051,somersault,1,s o m e r s a u l t e d,0 1 2 3 4 5 6 7 8 9 13 14,"""s o m e r s a u l t -""","""- e d""","Simple edit score, Progressive alignment",68051,somersault,1,s o m e r s a u l t e d,0 1 2 3 4 5 6 7 8 9 13 14,"""s o m e r s a u l t -""","""- e d""","Simple edit score, Progressive alignment with LCS"
68052,somersault,2,s o m e r s a u l t i n g,0 1 2 3 4 5 6 7 8 9 10 11 12,"""s o m e r s a u l t -""","""- i n g""","Simple edit score, Progressive alignment",68052,somersault,2,s o m e r s a u l t i n g,0 1 2 3 4 5 6 7 8 9 10 11 12,"""s o m e r s a u l t -""","""- i n g""","Simple edit score, Progressive alignment with LCS"
68053,somersault,3,s o m e r s a u l t s,0 1 2 3 4 5 6 7 8 9 15,"""s o m e r s a u l t -""","""- s""","Simple edit score, Progressive alignment",68053,somersault,3,s o m e r s a u l t s,0 1 2 3 4 5 6 7 8 9 15,"""s o m e r s a u l t -""","""- s""","Simple edit score, Progressive alignment with LCS"
15582,comment,0,c o m m e n t,0 1 2 3 4 5 6,"""c o m m e n t -""","""-""","Simple edit score, Progressive alignment",15582,comment,0,c o m m e n t,0 1 2 3 4 5 6,"""c o m m e n t -""","""-""","Simple edit score, Progressive alignment with LCS"
15583,comment,1,c o m m e n t a r i e s,0 1 2 3 4 5 6 7 10 11 14 17,"""c o m m e n t -""","""- a r i e s""","Simple edit score, Progressive alignment",15583,comment,1,c o m m e n t a r i e s,0 1 2 3 4 5 6 7 10 11 14 17,"""c o m m e n t -""","""- a r i e s""","Simple edit score, Progressive alignment with LCS"
15584,comment,2,c o m m e n t a r y,0 1 2 3 4 5 6 7 10 16,"""c o m m e n t -""","""- a r y""","Simple edit score, Progressive alignment",15584,comment,2,c o m m e n t a r y,0 1 2 3 4 5 6 7 10 16,"""c o m m e n t -""","""- a r y""","Simple edit score, Progressive alignment with LCS"
15585,comment,3,c o m m e n t a t e,0 1 2 3 4 5 6 7 8 14,"""c o m m e n t -""","""- a t e""","Simple edit score, Progressive alignment",15585,comment,3,c o m m e n t a t e,0 1 2 3 4 5 6 7 8 14,"""c o m m e n t -""","""- a t e""","Simple edit score, Progressive alignment with LCS"
15586,comment,4,c o m m e n t a t e d,0 1 2 3 4 5 6 7 8 14 15,"""c o m m e n t -""","""- a t e d""","Simple edit score, Progressive alignment",15586,comment,4,c o m m e n t a t e d,0 1 2 3 4 5 6 7 8 14 15,"""c o m m e n t -""","""- a t e d""","Simple edit score, Progressive alignment with LCS"
15587,comment,5,c o m m e n t a t e s,0 1 2 3 4 5 6 7 8 14 17,"""c o m m e n t -""","""- a t e s""","Simple edit score, Progressive alignment",15587,comment,5,c o m m e n t a t e s,0 1 2 3 4 5 6 7 8 14 17,"""c o m m e n t -""","""- a t e s""","Simple edit score, Progressive alignment with LCS"
15588,comment,6,c o m m e n t a t i n g,0 1 2 3 4 5 6 7 8 11 12 13,"""c o m m e n t -""","""- a t i n g""","Simple edit score, Progressive alignment",15588,comment,6,c o m m e n t a t i n g,0 1 2 3 4 5 6 7 8 11 12 13,"""c o m m e n t -""","""- a t i n g""","Simple edit score, Progressive alignment with LCS"
15589,comment,7,c o m m e n t a t o r,0 1 2 3 4 5 6 7 8 9 10,"""c o m m e n t -""","""- a t o r""","Simple edit score, Progressive alignment",15589,comment,7,c o m m e n t a t o r,0 1 2 3 4 5 6 7 8 9 10,"""c o m m e n t -""","""- a t o r""","Simple edit score, Progressive alignment with LCS"
15590,comment,8,c o m m e n t a t o r s,0 1 2 3 4 5 6 7 8 9 10 17,"""c o m m e n t -""","""- a t o r s""","Simple edit score, Progressive alignment",15590,comment,8,c o m m e n t a t o r s,0 1 2 3 4 5 6 7 8 9 10 17,"""c o m m e n t -""","""- a t o r s""","Simple edit score, Progressive alignment with LCS"
15591,comment,9,c o m m e n t e d,0 1 2 3 4 5 6 14 15,"""c o m m e n t -""","""- e d""","Simple edit score, Progressive alignment",15591,comment,9,c o m m e n t e d,0 1 2 3 4 5 6 14 15,"""c o m m e n t -""","""- e d""","Simple edit score, Progressive alignment with LCS"
15592,comment,10,c o m m e n t i n g,0 1 2 3 4 5 6 11 12 13,"""c o m m e n t -""","""- i n g""","Simple edit score, Progressive alignment",15592,comment,10,c o m m e n t i n g,0 1 2 3 4 5 6 11 12 13,"""c o m m e n t -""","""- i n g""","Simple edit score, Progressive alignment with LCS"
15593,comment,11,c o m m e n t s,0 1 2 3 4 5 6 17,"""c o m m e n t -""","""- s""","Simple edit score, Progressive alignment",15593,comment,11,c o m m e n t s,0 1 2 3 4 5 6 17,"""c o m m e n t -""","""- s""","Simple edit score, Progressive alignment with LCS"
48095,oblique,0,o b l i q u e,0 1 2 3 4 5 9,"""o b l i q u -""","""- e""","Simple edit score, Progressive alignment",48095,oblique,0,o b l i q u e,0 1 2 3 4 5 9,"""o b l i q u -""","""- e""","Simple edit score, Progressive alignment with LCS"
48096,oblique,1,o b l i q u e l y,0 1 2 3 4 5 9 10 11,"""o b l i q u -""","""- e l y""","Simple edit score, Progressive alignment",48096,oblique,1,o b l i q u e l y,0 1 2 3 4 5 9 10 11,"""o b l i q u -""","""- e l y""","Simple edit score, Progressive alignment with LCS"
48097,oblique,2,o b l i q u e s,0 1 2 3 4 5 9 12,"""o b l i q u -""","""- e s""","Simple edit score, Progressive alignment",48097,oblique,2,o b l i q u e s,0 1 2 3 4 5 9 12,"""o b l i q u -""","""- e s""","Simple edit score, Progressive alignment with LCS"
48098,oblique,3,o b l i q u i t i e s,0 1 2 3 4 5 6 7 8 9 12,"""o b l i q u -""","""- i t i e s""","Simple edit score, Progressive alignment",48098,oblique,3,o b l i q u i t i e s,0 1 2 3 4 5 6 7 8 9 12,"""o b l i q u -""","""- i t i e s""","Simple edit score, Progressive alignment with LCS"
48099,oblique,4,o b l i q u i t y,0 1 2 3 4 5 6 7 11,"""o b l i q u -""","""- i t y""","Simple edit score, Progressive alignment",48099,oblique,4,o b l i q u i t y,0 1 2 3 4 5 6 7 11,"""o b l i q u -""","""- i t y""","Simple edit score, Progressive alignment with LCS"
80889,white hunter,0,w h i t e _ h u n t e r,0 1 2 3 4 5 6 7 8 9 10 11,"""w h i t e _ h u n t e r -""","""-""","Simple edit score, Progressive alignment",80889,white hunter,0,w h i t e _ h u n t e r,0 1 2 3 4 5 6 7 8 9 10 11,"""w h i t e _ h u n t e r -""","""-""","Simple edit score, Progressive alignment with LCS"
80890,white hunter,1,w h i t e _ h u n t e r s,0 1 2 3 4 5 6 7 8 9 10 11 12,"""w h i t e _ h u n t e r -""","""- s""","Simple edit score, Progressive alignment",80890,white hunter,1,w h i t e _ h u n t e r s,0 1 2 3 4 5 6 7 8 9 10 11 12,"""w h i t e _ h u n t e r -""","""- s""","Simple edit score, Progressive alignment with LCS"
5613,basket,0,b a s k e t,17 18 19 20 21 22,"""- b a s k e t -""","""-""","Simple edit score, Progressive alignment",5613,basket,0,b a s k e t,17 18 19 20 21 22,"""- b a s k e t -""","""-""","Simple edit score, Progressive alignment with LCS"
5614,basket,1,b a s k e t b a l l,17 18 19 20 21 22 23 24 25 28,"""- b a s k e t -""","""- b a l l""","Simple edit score, Progressive alignment",5614,basket,1,b a s k e t b a l l,17 18 19 20 21 22 23 24 25 28,"""- b a s k e t -""","""- b a l l""","Simple edit score, Progressive alignment with LCS"
5615,basket,2,b a s k e t b a l l s,17 18 19 20 21 22 23 24 25 28 31,"""- b a s k e t -""","""- b a l l s""","Simple edit score, Progressive alignment",5615,basket,2,b a s k e t b a l l s,17 18 19 20 21 22 23 24 25 28 31,"""- b a s k e t -""","""- b a l l s""","Simple edit score, Progressive alignment with LCS"
