index,lexeme,cell,phon_form,alignment,stem,exponents,method,index,lexeme,cell,phon_form,alignment,stem,exponents,method
75170,thumb,11,t h u m b s c r e w s,0 1 2 3 4 7 14 16 17 18 19,"""t h u m b -""","""- s c r e w s""","Simple edit score, Progressive alignment",75170,thumb,11,t h u m b s c r e w s,0 1 2 3 4 7 14 16 17 18 19,"""t h u m b -""","""- s c r e w s""","Simple edit score, Progressive alignment with LCS"
75171,thumb,12,t h u m b t a c k,0 1 2 3 4 9 10 14 15,"""t h u m b -""","""- t a c k""","Simple edit score, Progressive alignment",75171,thumb,12,t h u m b t a c k,0 1 2 3 4 9 10 14 15,"""t h u m b -""","""- t a c k""","Simple edit score, Progressive alignment with LCS"
75172,thumb,13,t h u m b t a c k s,0 1 2 3 4 9 10 14 15 19,"""t h u m b -""","""- t a c k s""","Simple edit score, Progressive alignment",75172,thumb,13,t h u m b t a c k s,0 1 2 3 4 9 10 14 15 19,"""t h u m b -""","""- t a c k s""","Simple edit score, Progressive alignment with LCS"
25662,fanatic,0,f a n a t i c,0 1 2 3 4 5 6,"""f a n a t i c -""","""-""","Simple edit score, Progressive alignment",25662,fanatic,0,f a n a t i c,0 1 2 3 4 5 6,"""f a n a t i c -""","""-""","Simple edit score, Progressive alignment with LCS"
25663,fanatic,1,f a n a t i c a l,0 1 2 3 4 5 6 7 9,"""f a n a t i c -""","""- a l""","Simple edit score, Progressive alignment",25663,fanatic,1,f a n a t i c a l,0 1 2 3 4 5 6 7 9,"""f a n a t i c -""","""- a l""","Simple edit score, Progressive alignment with LCS"
25664,fanatic,2,f a n a t i c a l l y,0 1 2 3 4 5 6 7 8 9 10,"""f a n a t i c -""","""- a l l y""","Simple edit score, Progressive alignment",25664,fanatic,2,f a n a t i c a l l y,0 1 2 3 4 5 6 7 8 9 10,"""f a n a t i c -""","""- a l l y""","Simple edit score, Progressive alignment with LCS"
25665,fanatic,3,f a n a t i c i s m,0 1 2 3 4 5 6 11 12 13,"""f a n a t i c -""","""- i s m""","Simple edit score, Progressive alignment",25665,fanatic,3,f a n a t i c i s m,0 1 2 3 4 5 6 11 12 13,"""f a n a t i c -""","""- i s m""","Simple edit score, Progressive alignment with LCS"
25666,fanatic,4,f a n a t i c i s m s,0 1 2 3 4 5 6 11 12 13 14,"""f a n a t i c -""","""- i s m s""","Simple edit score, Progressive alignment",25666,fanatic,4,f a n a t i c i s m s,0 1 2 3 4 5 6 11 12 13 14,"""f a n a t i c -""","""- i s m s""","Simple edit score, Progressive alignment with LCS"
25667,fanatic,5,f a n a t i c s,0 1 2 3 4 5 6 12,"""f a n a t i c -""","""- s""","Simple edit score, Progressive alignment",25667,fanatic,5,f a n a t i c s,0 1 2 3 4 5 6 12,"""f a n a t i c -""","""- s""","Simple edit score, Progressive alignment with LCS"
17079,cor anglais,0,c o r _ a n g l a i s,0 1 2 4 5 6 7 8 9 10 11,"""c o r - _ a n g l a i s""","""-""","Simple edit score, Progressive alignment",17079,cor anglais,0,c o r _ a n g l a i s,0 1 2 4 5 6 7 8 9 10 11,"""c o r - _ a n g l a i s""","""-""","Simple edit score, Progressive alignment with LCS"
17080,cor anglais,1,c o r s _ a n g l a i s,0 1 2 3 4 5 6 7 8 9 10 11,"""c o r - _ a n g l a i s""","""- s -""","Simple edit score, Progressive alignment",17080,cor anglais,1,c o r s _ a n g l a i s,0 1 2 3 4 5 6 7 8 9 10 11,"""c o r - _ a n g l a i s""","""- s -""","Simple edit score, Progressive alignment with LCS"
32420,grovel,0,g r o v e l,0 1 2 3 4 5,"""g r o v e l -""","""-""","Simple edit score, Progressive alignment",32420,grovel,0,g r o v e l,0 1 2 3 4 5,"""g r o v e l -""","""-""","Simple edit score, Progressive alignment with LCS"
32421,grovel,1,g r o v e l l e d,0 1 2 3 4 5 6 10 11,"""g r o v e l -""","""- l e d""","Simple edit score, Progressive alignment",32421,grovel,1,g r o v e l l e d,0 1 2 3 4 5 6 10 11,"""g r o v e l -""","""- l e d""","Simple edit score, Progressive alignment with LCS"
32422,grovel,2,g r o v e l l e r,0 1 2 3 4 5 6 10 12,"""g r o v e l -""","""- l e r""","Simple edit score, Progressive alignment",32422,grovel,2,g r o v e l l e r,0 1 2 3 4 5 6 10 12,"""g r o v e l -""","""- l e r""","Simple edit score, Progressive alignment with LCS"
32423,grovel,3,g r o v e l l e r s,0 1 2 3 4 5 6 10 12 13,"""g r o v e l -""","""- l e r s""","Simple edit score, Progressive alignment",32423,grovel,3,g r o v e l l e r s,0 1 2 3 4 5 6 10 12 13,"""g r o v e l -""","""- l e r s""","Simple edit score, Progressive alignment with LCS"
32424,grovel,4,g r o v e l l i n g,0 1 2 3 4 5 6 7 8 9,"""g r o v e l -""","""- l i n g""","Simple edit score, Progressive alignment",32424,grovel,4,g r o v e l l i n g,0 1 2 3 4 5 6 7 8 9,"""g r o v e l -""","""- l i n g""","Simple edit score, Progressive alignment with LCS"
32425,grovel,5,g r o v e l s,0 1 2 3 4 5 13,"""g r o v e l -""","""- s""","Simple edit score, Progressive alignment",32425,grovel,5,g r o v e l s,0 1 2 3 4 5 13,"""g r o v e l -""","""- s""","Simple edit score, Progressive alignment with LCS"
28250,fool's gold,0,f o o l ' s _ g o l d,0 1 2 3 4 5 6 7 8 9 10,"""f o o l ' s _ g o l d""","""-""","Simple edit score, Progressive alignment",28250,fool's gold,0,f o o l ' s _ g o l d,0 1 2 3 4 5 6 7 8 9 10,"""f o o l ' s _ g o l d""","""-""","Simple edit score, Progressive alignment with LCS"
57764,rarefied,0,r a r e f i e d,0 1 2 3 4 5 6 7,"""r a r e f i e d""","""-""","Simple edit score, Progressive alignment",57764,rarefied,0,r a r e f i e d,0 1 2 3 4 5 6 7,"""r a r e f i e d""","""-""","Simple edit score, Progressive alignment with LCS"
7844,blurb,0,b l u r b,0 1 2 3 4,"""b l u r b -""","""-""","Simple edit score, Progressive alignment",7844,blurb,0,b l u r b,0 1 2 3 4,"""b l u r b -""","""-""","Simple edit score, Progressive alignment with LCS"
7845,blurb,1,b l u r b s,0 1 2 3 4 5,"""b l u r b -""","""- s""","Simple edit score, Progressive alignment",7845,blurb,1,b l u r b s,0 1 2 3 4 5,"""b l u r b -""","""- s""","Simple edit score, Progressive alignment with LCS"
29766,future,0,f u t u r e,0 1 2 3 4 10,"""f u t u r -""","""- e""","Simple edit score, Progressive alignment",29766,future,0,f u t u r e,0 1 2 3 4 10,"""f u t u r -""","""- e""","Simple edit score, Progressive alignment with LCS"
29767,future,1,f u t u r e l e s s,0 1 2 3 4 10 13 14 16 17,"""f u t u r -""","""- e l e s s""","Simple edit score, Progressive alignment",29767,future,1,f u t u r e l e s s,0 1 2 3 4 10 13 14 16 17,"""f u t u r -""","""- e l e s s""","Simple edit score, Progressive alignment with LCS"
29768,future,2,f u t u r e s,0 1 2 3 4 10 16,"""f u t u r -""","""- e s""","Simple edit score, Progressive alignment",29768,future,2,f u t u r e s,0 1 2 3 4 10 16,"""f u t u r -""","""- e s""","Simple edit score, Progressive alignment with LCS"
29769,future,3,f u t u r i s m,0 1 2 3 4 5 6 7,"""f u t u r -""","""- i s m""","Simple edit score, Progressive alignment",29769,future,3,f u t u r i s m,0 1 2 3 4 5 6 7,"""f u t u r -""","""- i s m""","Simple edit score, Progressive alignment with LCS"
29770,future,4,f u t u r i s t,0 1 2 3 4 5 6 8,"""f u t u r -""","""- i s t""","Simple edit score, Progressive alignment",29770,future,4,f u t u r i s t,0 1 2 3 4 5 6 8,"""f u t u r -""","""- i s t""","Simple edit score, Progressive alignment with LCS"
29771,future,5,f u t u r i s t i c,0 1 2 3 4 5 6 8 9 11,"""f u t u r -""","""- i s t i c""","Simple edit score, Progressive alignment",29771,future,5,f u t u r i s t i c,0 1 2 3 4 5 6 8 9 11,"""f u t u r -""","""- i s t i c""","Simple edit score, Progressive alignment with LCS"
29772,future,6,f u t u r i s t i c a l l y,0 1 2 3 4 5 6 8 9 11 12 13 14 15,"""f u t u r -""","""- i s t i c a l l y""","Simple edit score, Progressive alignment",29772,future,6,f u t u r i s t i c a l l y,0 1 2 3 4 5 6 8 9 11 12 13 14 15,"""f u t u r -""","""- i s t i c a l l y""","Simple edit score, Progressive alignment with LCS"
29773,future,7,f u t u r i s t s,0 1 2 3 4 5 6 8 16,"""f u t u r -""","""- i s t s""","Simple edit score, Progressive alignment",29773,future,7,f u t u r i s t s,0 1 2 3 4 5 6 8 16,"""f u t u r -""","""- i s t s""","Simple edit score, Progressive alignment with LCS"
29774,future,8,f u t u r i t i e s,0 1 2 3 4 5 8 9 10 16,"""f u t u r -""","""- i t i e s""","Simple edit score, Progressive alignment",29774,future,8,f u t u r i t i e s,0 1 2 3 4 5 8 9 10 16,"""f u t u r -""","""- i t i e s""","Simple edit score, Progressive alignment with LCS"
29775,future,9,f u t u r i t y,0 1 2 3 4 5 8 15,"""f u t u r -""","""- i t y""","Simple edit score, Progressive alignment",29775,future,9,f u t u r i t y,0 1 2 3 4 5 8 15,"""f u t u r -""","""- i t y""","Simple edit score, Progressive alignment with LCS"
2997,allegro,0,a l l e g r o,0 1 2 3 4 5 6,"""a l l e g r o -""","""-""","Simple edit score, Progressive alignment",2997,allegro,0,a l l e g r o,0 1 2 3 4 5 6,"""a l l e g r o -""","""-""","Simple edit score, Progressive alignment with LCS"
2998,allegro,1,a l l e g r o s,0 1 2 3 4 5 6 7,"""a l l e g r o -""","""- s""","Simple edit score, Progressive alignment",2998,allegro,1,a l l e g r o s,0 1 2 3 4 5 6 7,"""a l l e g r o -""","""- s""","Simple edit score, Progressive alignment with LCS"
48238,off,0,b a d l y - o f f,0 8 10 12 13 15 16 17,"""- o f f -""","""b a d l y -""","Simple edit score, Progressive alignment",48238,off,0,b a d l y - o f f,0 8 10 12 13 15 16 17,"""- o f f -""","""b a d l y -""","Simple edit score, Progressive alignment with LCS"
48239,off,1,b e s t - o f f,0 1 5 7 15 16 17,"""- o f f -""","""b e s t -""","Simple edit score, Progressive alignment",48239,off,1,b e s t - o f f,0 1 5 7 15 16 17,"""- o f f -""","""b e s t -""","Simple edit score, Progressive alignment with LCS"
48240,off,2,b e t t e r - o f f,0 1 6 7 11 14 15 16 17,"""- o f f -""","""b e t t e r -""","Simple edit score, Progressive alignment",48240,off,2,b e t t e r - o f f,0 1 6 7 11 14 15 16 17,"""- o f f -""","""b e t t e r -""","Simple edit score, Progressive alignment with LCS"
48241,off,3,f a r - o f f,1 8 11 15 16 17,"""- o f f -""","""f a r -""","Simple edit score, Progressive alignment",48241,off,3,f a r - o f f,1 8 11 15 16 17,"""- o f f -""","""f a r -""","Simple edit score, Progressive alignment with LCS"
48242,off,4,k i c k o f f,3 6 13 14 15 16 17,"""- o f f -""","""k i c k -""","Simple edit score, Progressive alignment",48242,off,4,k i c k o f f,3 6 13 14 15 16 17,"""- o f f -""","""k i c k -""","Simple edit score, Progressive alignment with LCS"
48243,off,5,k i c k o f f s,3 6 13 14 15 16 17 38,"""- o f f -""","""k i c k - s""","Simple edit score, Progressive alignment",48243,off,5,k i c k o f f s,3 6 13 14 15 16 17 38,"""- o f f -""","""k i c k - s""","Simple edit score, Progressive alignment with LCS"
48244,off,6,m i d - o f f,4 6 10 15 16 17,"""- o f f -""","""m i d -""","Simple edit score, Progressive alignment",48244,off,6,m i d - o f f,4 6 10 15 16 17,"""- o f f -""","""m i d -""","Simple edit score, Progressive alignment with LCS"
48245,off,7,m i d - o f f s,4 6 10 15 16 17 38,"""- o f f -""","""m i d - s""","Simple edit score, Progressive alignment",48245,off,7,m i d - o f f s,4 6 10 15 16 17 38,"""- o f f -""","""m i d - s""","Simple edit score, Progressive alignment with LCS"
48246,off,8,o f f,15 16 17,"""- o f f -""","""-""","Simple edit score, Progressive alignment",48246,off,8,o f f,15 16 17,"""- o f f -""","""-""","Simple edit score, Progressive alignment with LCS"
48247,off,9,o f f - d a y,15 16 17 32 33 41,"""- o f f -""","""- d a y""","Simple edit score, Progressive alignment",48247,off,9,o f f - d a y,15 16 17 32 33 41,"""- o f f -""","""- d a y""","Simple edit score, Progressive alignment with LCS"
48248,off,10,o f f - d a y s,15 16 17 32 33 36 38,"""- o f f -""","""- d a y s""","Simple edit score, Progressive alignment",48248,off,10,o f f - d a y s,15 16 17 32 33 36 38,"""- o f f -""","""- d a y s""","Simple edit score, Progressive alignment with LCS"
48249,off,11,o f f - l i c e n c e,15 16 17 19 20 24 27 30 31 37,"""- o f f -""","""- l i c e n c e""","Simple edit score, Progressive alignment",48249,off,11,o f f - l i c e n c e,15 16 17 19 20 24 27 30 31 37,"""- o f f -""","""- l i c e n c e""","Simple edit score, Progressive alignment with LCS"
48250,off,12,o f f - l i c e n c e s,15 16 17 19 20 24 27 30 31 37 38,"""- o f f -""","""- l i c e n c e s""","Simple edit score, Progressive alignment",48250,off,12,o f f - l i c e n c e s,15 16 17 19 20 24 27 30 31 37 38,"""- o f f -""","""- l i c e n c e s""","Simple edit score, Progressive alignment with LCS"
48251,off,13,o f f - l o a d,15 16 17 19 21 22 32,"""- o f f -""","""- l o a d""","Simple edit score, Progressive alignment",48251,off,13,o f f - l o a d,15 16 17 19 21 22 32,"""- o f f -""","""- l o a d""","Simple edit score, Progressive alignment with LCS"
48252,off,14,o f f - l o a d e d,15 16 17 19 21 22 26 27 32,"""- o f f -""","""- l o a d e d""","Simple edit score, Progressive alignment",48252,off,14,o f f - l o a d e d,15 16 17 19 21 22 26 27 32,"""- o f f -""","""- l o a d e d""","Simple edit score, Progressive alignment with LCS"
48253,off,15,o f f - l o a d i n g,15 16 17 19 21 22 26 29 30 34,"""- o f f -""","""- l o a d i n g""","Simple edit score, Progressive alignment",48253,off,15,o f f - l o a d i n g,15 16 17 19 21 22 26 29 30 34,"""- o f f -""","""- l o a d i n g""","Simple edit score, Progressive alignment with LCS"
48254,off,16,o f f - l o a d s,15 16 17 19 21 22 32 38,"""- o f f -""","""- l o a d s""","Simple edit score, Progressive alignment",48254,off,16,o f f - l o a d s,15 16 17 19 21 22 32 38,"""- o f f -""","""- l o a d s""","Simple edit score, Progressive alignment with LCS"
48255,off,17,o f f - p e a k,15 16 17 24 27 33 34,"""- o f f -""","""- p e a k""","Simple edit score, Progressive alignment",48255,off,17,o f f - p e a k,15 16 17 24 27 33 34,"""- o f f -""","""- p e a k""","Simple edit score, Progressive alignment with LCS"
48256,off,18,o f f - s c o u r i n g s,15 16 17 18 20 21 23 25 29 30 34 38,"""- o f f -""","""- s c o u r i n g s""","Simple edit score, Progressive alignment",48256,off,18,o f f - s c o u r i n g s,15 16 17 18 20 21 23 25 29 30 34 38,"""- o f f -""","""- s c o u r i n g s""","Simple edit score, Progressive alignment with LCS"
48257,off,19,o f f - s t r e e t,15 16 17 18 19 25 27 28 35,"""- o f f -""","""- s t r e e t""","Simple edit score, Progressive alignment",48257,off,19,o f f - s t r e e t,15 16 17 18 19 25 27 28 35,"""- o f f -""","""- s t r e e t""","Simple edit score, Progressive alignment with LCS"
48258,off,20,o f f - w h i t e,15 16 17 21 23 29 35 37,"""- o f f -""","""- w h i t e""","Simple edit score, Progressive alignment",48258,off,20,o f f - w h i t e,15 16 17 21 23 29 35 37,"""- o f f -""","""- w h i t e""","Simple edit score, Progressive alignment with LCS"
48259,off,21,o f f b e a t,15 16 17 20 27 33 35,"""- o f f -""","""- b e a t""","Simple edit score, Progressive alignment",48259,off,21,o f f b e a t,15 16 17 20 27 33 35,"""- o f f -""","""- b e a t""","Simple edit score, Progressive alignment with LCS"
48260,off,22,o f f h a n d,15 16 17 18 22 23 32,"""- o f f -""","""- h a n d""","Simple edit score, Progressive alignment",48260,off,22,o f f h a n d,15 16 17 18 22 23 32,"""- o f f -""","""- h a n d""","Simple edit score, Progressive alignment with LCS"
48261,off,23,o f f h a n d e d,15 16 17 18 22 23 26 27 32,"""- o f f -""","""- h a n d e d""","Simple edit score, Progressive alignment",48261,off,23,o f f h a n d e d,15 16 17 18 22 23 26 27 32,"""- o f f -""","""- h a n d e d""","Simple edit score, Progressive alignment with LCS"
48262,off,24,o f f h a n d e d l y,15 16 17 18 22 23 26 27 32 40 41,"""- o f f -""","""- h a n d e d l y""","Simple edit score, Progressive alignment",48262,off,24,o f f h a n d e d l y,15 16 17 18 22 23 26 27 32 40 41,"""- o f f -""","""- h a n d e d l y""","Simple edit score, Progressive alignment with LCS"
48263,off,25,o f f h a n d e d n e s s,15 16 17 18 22 23 26 27 32 36 37 38 39,"""- o f f -""","""- h a n d e d n e s s""","Simple edit score, Progressive alignment",48263,off,25,o f f h a n d e d n e s s,15 16 17 18 22 23 26 27 32 36 37 38 39,"""- o f f -""","""- h a n d e d n e s s""","Simple edit score, Progressive alignment with LCS"
48264,off,26,o f f i n g,15 16 17 29 30 34,"""- o f f -""","""- i n g""","Simple edit score, Progressive alignment",48264,off,26,o f f i n g,15 16 17 29 30 34,"""- o f f -""","""- i n g""","Simple edit score, Progressive alignment with LCS"
48265,off,27,o f f i s h,15 16 17 29 38 39,"""- o f f -""","""- i s h""","Simple edit score, Progressive alignment",48265,off,27,o f f i s h,15 16 17 29 38 39,"""- o f f -""","""- i s h""","Simple edit score, Progressive alignment with LCS"
48266,off,28,o f f p r i n t,15 16 17 24 25 29 30 35,"""- o f f -""","""- p r i n t""","Simple edit score, Progressive alignment",48266,off,28,o f f p r i n t,15 16 17 24 25 29 30 35,"""- o f f -""","""- p r i n t""","Simple edit score, Progressive alignment with LCS"
48267,off,29,o f f p r i n t s,15 16 17 24 25 29 30 35 38,"""- o f f -""","""- p r i n t s""","Simple edit score, Progressive alignment",48267,off,29,o f f p r i n t s,15 16 17 24 25 29 30 35 38,"""- o f f -""","""- p r i n t s""","Simple edit score, Progressive alignment with LCS"
48268,off,30,o f f s i d e,15 16 17 28 29 32 37,"""- o f f -""","""- s i d e""","Simple edit score, Progressive alignment",48268,off,30,o f f s i d e,15 16 17 28 29 32 37,"""- o f f -""","""- s i d e""","Simple edit score, Progressive alignment with LCS"
48269,off,31,o f f s p r i n g,15 16 17 18 24 25 29 30 34,"""- o f f -""","""- s p r i n g""","Simple edit score, Progressive alignment",48269,off,31,o f f s p r i n g,15 16 17 18 24 25 29 30 34,"""- o f f -""","""- s p r i n g""","Simple edit score, Progressive alignment with LCS"
48270,off,32,s t a n d o f f i s h,5 7 8 9 10 15 16 17 20 28 31,"""- o f f -""","""s t a n d - i s h""","Simple edit score, Progressive alignment",48270,off,32,s t a n d o f f i s h,5 7 8 9 10 15 16 17 20 28 31,"""- o f f -""","""s t a n d - i s h""","Simple edit score, Progressive alignment with LCS"
48271,off,33,s t a n d o f f i s h l y,5 7 8 9 10 15 16 17 20 28 31 40 41,"""- o f f -""","""s t a n d - i s h l y""","Simple edit score, Progressive alignment",48271,off,33,s t a n d o f f i s h l y,5 7 8 9 10 15 16 17 20 28 31 40 41,"""- o f f -""","""s t a n d - i s h l y""","Simple edit score, Progressive alignment with LCS"
48272,off,34,s t a n d o f f i s h n e s s,5 7 8 9 10 15 16 17 20 28 31 36 37 38 39,"""- o f f -""","""s t a n d - i s h n e s s""","Simple edit score, Progressive alignment",48272,off,34,s t a n d o f f i s h n e s s,5 7 8 9 10 15 16 17 20 28 31 36 37 38 39,"""- o f f -""","""s t a n d - i s h n e s s""","Simple edit score, Progressive alignment with LCS"
48273,off,35,w e l l - o f f,2 11 12 13 15 16 17,"""- o f f -""","""w e l l -""","Simple edit score, Progressive alignment",48273,off,35,w e l l - o f f,2 11 12 13 15 16 17,"""- o f f -""","""w e l l -""","Simple edit score, Progressive alignment with LCS"
48274,off,36,w o r s e - o f f,2 3 4 5 11 15 16 17,"""- o f f -""","""w o r s e -""","Simple edit score, Progressive alignment",48274,off,36,w o r s e - o f f,2 3 4 5 11 15 16 17,"""- o f f -""","""w o r s e -""","Simple edit score, Progressive alignment with LCS"
48275,off,37,w o r s t - o f f,2 3 4 5 7 15 16 17,"""- o f f -""","""w o r s t -""","Simple edit score, Progressive alignment",48275,off,37,w o r s t - o f f,2 3 4 5 7 15 16 17,"""- o f f -""","""w o r s t -""","Simple edit score, Progressive alignment with LCS"
58375,red flag,0,r e d _ f l a g,0 1 2 3 4 5 6 7,"""r e d _ f l a g -""","""-""","Simple edit score, Progressive alignment",58375,red flag,0,r e d _ f l a g,0 1 2 3 4 5 6 7,"""r e d _ f l a g -""","""-""","Simple edit score, Progressive alignment with LCS"
58376,red flag,1,r e d _ f l a g s,0 1 2 3 4 5 6 7 8,"""r e d _ f l a g -""","""- s""","Simple edit score, Progressive alignment",58376,red flag,1,r e d _ f l a g s,0 1 2 3 4 5 6 7 8,"""r e d _ f l a g -""","""- s""","Simple edit score, Progressive alignment with LCS"
59577,rewrite,0,r e w r i t e,0 1 2 3 5 7 9,"""r e w r - t -""","""- i - e""","Simple edit score, Progressive alignment",59577,rewrite,0,r e w r i t e,0 1 2 3 5 7 9,"""r e w r - t -""","""- i - e""","Simple edit score, Progressive alignment with LCS"
59578,rewrite,1,r e w r i t e s,0 1 2 3 5 7 9 12,"""r e w r - t -""","""- i - e s""","Simple edit score, Progressive alignment",59578,rewrite,1,r e w r i t e s,0 1 2 3 5 7 9 12,"""r e w r - t -""","""- i - e s""","Simple edit score, Progressive alignment with LCS"
59579,rewrite,2,r e w r i t i n g,0 1 2 3 5 7 8 10 11,"""r e w r - t -""","""- i - i n g""","Simple edit score, Progressive alignment",59579,rewrite,2,r e w r i t i n g,0 1 2 3 5 7 8 10 11,"""r e w r - t -""","""- i - i n g""","Simple edit score, Progressive alignment with LCS"
59580,rewrite,3,r e w r i t t e n,0 1 2 3 5 6 7 9 10,"""r e w r - t -""","""- i t - e n""","Simple edit score, Progressive alignment",59580,rewrite,3,r e w r i t t e n,0 1 2 3 5 6 7 9 10,"""r e w r - t -""","""- i t - e n""","Simple edit score, Progressive alignment with LCS"
59581,rewrite,4,r e w r o t e,0 1 2 3 4 7 9,"""r e w r - t -""","""- o - e""","Simple edit score, Progressive alignment",59581,rewrite,4,r e w r o t e,0 1 2 3 4 7 9,"""r e w r - t -""","""- o - e""","Simple edit score, Progressive alignment with LCS"
10400,burnt-out,0,b u r n t - o u t,0 1 2 3 4 6 7 8,"""b u r n t - o u t""","""-""","Simple edit score, Progressive alignment",10400,burnt-out,0,b u r n t - o u t,0 1 2 3 4 6 7 8,"""b u r n t - o u t""","""-""","Simple edit score, Progressive alignment with LCS"
62966,seal,0,s e a l,0 1 6 7,"""s e - a l -""","""-""","Simple edit score, Progressive alignment",62966,seal,0,s e a l,0 1 6 7,"""s e - a l -""","""-""","Simple edit score, Progressive alignment with LCS"
62967,seal,1,s e a l e d,0 1 6 7 8 9,"""s e - a l -""","""- e d""","Simple edit score, Progressive alignment",62967,seal,1,s e a l e d,0 1 6 7 8 9,"""s e - a l -""","""- e d""","Simple edit score, Progressive alignment with LCS"
62968,seal,2,s e a l e r,0 1 6 7 8 10,"""s e - a l -""","""- e r""","Simple edit score, Progressive alignment",62968,seal,2,s e a l e r,0 1 6 7 8 10,"""s e - a l -""","""- e r""","Simple edit score, Progressive alignment with LCS"
62969,seal,3,s e a l e r s,0 1 6 7 8 10 11,"""s e - a l -""","""- e r s""","Simple edit score, Progressive alignment",62969,seal,3,s e a l e r s,0 1 6 7 8 10 11,"""s e - a l -""","""- e r s""","Simple edit score, Progressive alignment with LCS"
62970,seal,4,s e a l i n g,0 1 6 7 13 14 15,"""s e - a l -""","""- i n g""","Simple edit score, Progressive alignment",62970,seal,4,s e a l i n g,0 1 6 7 13 14 15,"""s e - a l -""","""- i n g""","Simple edit score, Progressive alignment with LCS"
62971,seal,5,s e a l i n g - w a x,0 1 6 7 13 14 15 16 17 18,"""s e - a l -""","""- i n g w a x""","Simple edit score, Progressive alignment",62971,seal,5,s e a l i n g - w a x,0 1 6 7 13 14 15 16 17 18,"""s e - a l -""","""- i n g w a x""","Simple edit score, Progressive alignment with LCS"
62972,seal,6,s e a l s,0 1 6 7 11,"""s e - a l -""","""- s""","Simple edit score, Progressive alignment",62972,seal,6,s e a l s,0 1 6 7 11,"""s e - a l -""","""- s""","Simple edit score, Progressive alignment with LCS"
62973,seal,7,s e a l s k i n,0 1 6 7 11 12 13 14,"""s e - a l -""","""- s k i n""","Simple edit score, Progressive alignment",62973,seal,7,s e a l s k i n,0 1 6 7 11 12 13 14,"""s e - a l -""","""- s k i n""","Simple edit score, Progressive alignment with LCS"
62974,seal,8,s e a l s k i n s,0 1 6 7 11 12 13 14 16,"""s e - a l -""","""- s k i n s""","Simple edit score, Progressive alignment",62974,seal,8,s e a l s k i n s,0 1 6 7 11 12 13 14 16,"""s e - a l -""","""- s k i n s""","Simple edit score, Progressive alignment with LCS"
62975,seal,9,s e l f - s e a l i n g,0 1 2 3 4 5 6 7 13 14 15,"""s e - a l -""","""- l f s e - i n g""","Simple edit score, Progressive alignment",62975,seal,9,s e l f - s e a l i n g,0 1 2 3 4 5 6 7 13 14 15,"""s e - a l -""","""- l f s e - i n g""","Simple edit score, Progressive alignment with LCS"
61344,rush,0,g o l d - r u s h,0 1 2 3 4 5 6 7,"""- r u s h -""","""g o l d -""","Simple edit score, Progressive alignment",61344,rush,0,g o l d - r u s h,0 1 2 3 4 5 6 7,"""- r u s h -""","""g o l d -""","Simple edit score, Progressive alignment with LCS"
61345,rush,1,g o l d - r u s h e s,0 1 2 3 4 5 6 7 12 16,"""- r u s h -""","""g o l d - e s""","Simple edit score, Progressive alignment",61345,rush,1,g o l d - r u s h e s,0 1 2 3 4 5 6 7 12 16,"""- r u s h -""","""g o l d - e s""","Simple edit score, Progressive alignment with LCS"
61346,rush,2,r u s h,4 5 6 7,"""- r u s h -""","""-""","Simple edit score, Progressive alignment",61346,rush,2,r u s h,4 5 6 7,"""- r u s h -""","""-""","Simple edit score, Progressive alignment with LCS"
61347,rush,3,r u s h e d,4 5 6 7 12 13,"""- r u s h -""","""- e d""","Simple edit score, Progressive alignment",61347,rush,3,r u s h e d,4 5 6 7 12 13,"""- r u s h -""","""- e d""","Simple edit score, Progressive alignment with LCS"
61348,rush,4,r u s h e s,4 5 6 7 12 16,"""- r u s h -""","""- e s""","Simple edit score, Progressive alignment",61348,rush,4,r u s h e s,4 5 6 7 12 16,"""- r u s h -""","""- e s""","Simple edit score, Progressive alignment with LCS"
61349,rush,5,r u s h i e r,4 5 6 7 9 12 13,"""- r u s h -""","""- i e r""","Simple edit score, Progressive alignment",61349,rush,5,r u s h i e r,4 5 6 7 9 12 13,"""- r u s h -""","""- i e r""","Simple edit score, Progressive alignment with LCS"
61350,rush,6,r u s h i e s t,4 5 6 7 9 12 16 17,"""- r u s h -""","""- i e s t""","Simple edit score, Progressive alignment",61350,rush,6,r u s h i e s t,4 5 6 7 9 12 16 17,"""- r u s h -""","""- i e s t""","Simple edit score, Progressive alignment with LCS"
61351,rush,7,r u s h i n g,4 5 6 7 9 10 11,"""- r u s h -""","""- i n g""","Simple edit score, Progressive alignment",61351,rush,7,r u s h i n g,4 5 6 7 9 10 11,"""- r u s h -""","""- i n g""","Simple edit score, Progressive alignment with LCS"
61352,rush,8,r u s h l i g h t,4 5 6 7 8 9 11 14 15,"""- r u s h -""","""- l i g h t""","Simple edit score, Progressive alignment",61352,rush,8,r u s h l i g h t,4 5 6 7 8 9 11 14 15,"""- r u s h -""","""- l i g h t""","Simple edit score, Progressive alignment with LCS"
61353,rush,9,r u s h l i g h t s,4 5 6 7 8 9 11 14 15 16,"""- r u s h -""","""- l i g h t s""","Simple edit score, Progressive alignment",61353,rush,9,r u s h l i g h t s,4 5 6 7 8 9 11 14 15 16,"""- r u s h -""","""- l i g h t s""","Simple edit score, Progressive alignment with LCS"
