index,lexeme,cell,phon_form,alignment,stem,exponents,method,index,lexeme,cell,phon_form,alignment,stem,exponents,method
61580,saffron,0,s a f f r o n,0 1 2 3 4 5 6,"""s a f f r o n -""","""-""","Simple edit score, Progressive alignment",61580,saffron,0,s a f f r o n,0 1 2 3 4 5 6,"""s a f f r o n -""","""-""","Simple edit score, Progressive alignment with LCS"
61581,saffron,1,s a f f r o n s,0 1 2 3 4 5 6 7,"""s a f f r o n -""","""- s""","Simple edit score, Progressive alignment",61581,saffron,1,s a f f r o n s,0 1 2 3 4 5 6 7,"""s a f f r o n -""","""- s""","Simple edit score, Progressive alignment with LCS"
14898,coelacanth,0,c o e l a c a n t h,0 1 2 3 4 5 6 7 8 9,"""c o e l a c a n t h -""","""-""","Simple edit score, Progressive alignment",14898,coelacanth,0,c o e l a c a n t h,0 1 2 3 4 5 6 7 8 9,"""c o e l a c a n t h -""","""-""","Simple edit score, Progressive alignment with LCS"
14899,coelacanth,1,c o e l a c a n t h s,0 1 2 3 4 5 6 7 8 9 10,"""c o e l a c a n t h -""","""- s""","Simple edit score, Progressive alignment",14899,coelacanth,1,c o e l a c a n t h s,0 1 2 3 4 5 6 7 8 9 10,"""c o e l a c a n t h -""","""- s""","Simple edit score, Progressive alignment with LCS"
2305,ad nauseam,0,a d _ n a u s e a m,0 1 2 3 4 5 6 7 8 9,"""a d _ n a u s e a m""","""-""","Simple edit score, Progressive alignment",2305,ad nauseam,0,a d _ n a u s e a m,0 1 2 3 4 5 6 7 8 9,"""a d _ n a u s e a m""","""-""","Simple edit score, Progressive alignment with LCS"
66969,slow down,0,s l o w _ d o w n,0 1 2 3 10 11 12 13 14,"""s l o w - d o w n -""","""- _ -""","Simple edit score, Progressive alignment",66969,slow down,0,s l o w _ d o w n,0 1 2 3 10 11 12 13 14,"""s l o w - d o w n -""","""- _ -""","Simple edit score, Progressive alignment with LCS"
66970,slow down,1,s l o w - d o w n,0 1 2 3 11 12 13 14,"""s l o w - d o w n -""","""-""","Simple edit score, Progressive alignment",66970,slow down,1,s l o w - d o w n,0 1 2 3 11 12 13 14,"""s l o w - d o w n -""","""-""","Simple edit score, Progressive alignment with LCS"
66971,slow down,2,s l o w - d o w n s,0 1 2 3 11 12 13 14 15,"""s l o w - d o w n -""","""- s""","Simple edit score, Progressive alignment",66971,slow down,2,s l o w - d o w n s,0 1 2 3 11 12 13 14 15,"""s l o w - d o w n -""","""- s""","Simple edit score, Progressive alignment with LCS"
66972,slow down,3,s l o w e d _ d o w n,0 1 2 3 7 8 10 11 12 13 14,"""s l o w - d o w n -""","""- e d _ -""","Simple edit score, Progressive alignment",66972,slow down,3,s l o w e d _ d o w n,0 1 2 3 7 8 10 11 12 13 14,"""s l o w - d o w n -""","""- e d _ -""","Simple edit score, Progressive alignment with LCS"
66973,slow down,4,s l o w i n g _ d o w n,0 1 2 3 4 5 6 10 11 12 13 14,"""s l o w - d o w n -""","""- i n g _ -""","Simple edit score, Progressive alignment",66973,slow down,4,s l o w i n g _ d o w n,0 1 2 3 4 5 6 10 11 12 13 14,"""s l o w - d o w n -""","""- i n g _ -""","Simple edit score, Progressive alignment with LCS"
66974,slow down,5,s l o w s _ d o w n,0 1 2 3 9 10 11 12 13 14,"""s l o w - d o w n -""","""- s _ -""","Simple edit score, Progressive alignment",66974,slow down,5,s l o w s _ d o w n,0 1 2 3 9 10 11 12 13 14,"""s l o w - d o w n -""","""- s _ -""","Simple edit score, Progressive alignment with LCS"
18712,cry down,0,c r i e d _ d o w n,0 1 3 4 5 9 10 11 12 13,"""c r - _ d o w n""","""- i e d -""","Simple edit score, Progressive alignment",18712,cry down,0,c r i e d _ d o w n,0 1 3 4 5 9 10 11 12 13,"""c r - _ d o w n""","""- i e d -""","Simple edit score, Progressive alignment with LCS"
18713,cry down,1,c r i e s _ d o w n,0 1 3 4 6 9 10 11 12 13,"""c r - _ d o w n""","""- i e s -""","Simple edit score, Progressive alignment",18713,cry down,1,c r i e s _ d o w n,0 1 3 4 6 9 10 11 12 13,"""c r - _ d o w n""","""- i e s -""","Simple edit score, Progressive alignment with LCS"
18714,cry down,2,c r y _ d o w n,0 1 2 9 10 11 12 13,"""c r - _ d o w n""","""- y -""","Simple edit score, Progressive alignment",18714,cry down,2,c r y _ d o w n,0 1 2 9 10 11 12 13,"""c r - _ d o w n""","""- y -""","Simple edit score, Progressive alignment with LCS"
18715,cry down,3,c r y i n g _ d o w n,0 1 2 3 7 8 9 10 11 12 13,"""c r - _ d o w n""","""- y i n g -""","Simple edit score, Progressive alignment",18715,cry down,3,c r y i n g _ d o w n,0 1 2 3 7 8 9 10 11 12 13,"""c r - _ d o w n""","""- y i n g -""","Simple edit score, Progressive alignment with LCS"
68652,spectacular,0,s p e c t a c u l a r,0 1 2 3 4 5 6 7 8 9 10,"""s p e c t a c u l a r -""","""-""","Simple edit score, Progressive alignment",68652,spectacular,0,s p e c t a c u l a r,0 1 2 3 4 5 6 7 8 9 10,"""s p e c t a c u l a r -""","""-""","Simple edit score, Progressive alignment with LCS"
68653,spectacular,1,s p e c t a c u l a r l y,0 1 2 3 4 5 6 7 8 9 10 11 12,"""s p e c t a c u l a r -""","""- l y""","Simple edit score, Progressive alignment",68653,spectacular,1,s p e c t a c u l a r l y,0 1 2 3 4 5 6 7 8 9 10 11 12,"""s p e c t a c u l a r -""","""- l y""","Simple edit score, Progressive alignment with LCS"
68654,spectacular,2,s p e c t a c u l a r s,0 1 2 3 4 5 6 7 8 9 10 13,"""s p e c t a c u l a r -""","""- s""","Simple edit score, Progressive alignment",68654,spectacular,2,s p e c t a c u l a r s,0 1 2 3 4 5 6 7 8 9 10 13,"""s p e c t a c u l a r -""","""- s""","Simple edit score, Progressive alignment with LCS"
1573,Thai,0,T h a i,0 1 2 3,"""T h a i -""","""-""","Simple edit score, Progressive alignment",1573,Thai,0,T h a i,0 1 2 3,"""T h a i -""","""-""","Simple edit score, Progressive alignment with LCS"
1574,Thai,1,T h a i s,0 1 2 3 4,"""T h a i -""","""- s""","Simple edit score, Progressive alignment",1574,Thai,1,T h a i s,0 1 2 3 4,"""T h a i -""","""- s""","Simple edit score, Progressive alignment with LCS"
67184,smitten,0,c o n s c i e n c e - s m i t t e n,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16,"""- s - m i t t e n""","""c o n - c i e n c e s -""","Simple edit score, Progressive alignment",67184,smitten,0,c o n s c i e n c e - s m i t t e n,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16,"""- s - m i t t e n""","""c o n - c i e n c e s -""","Simple edit score, Progressive alignment with LCS"
67185,smitten,1,s m i t t e n,3 11 12 13 14 15 16,"""- s - m i t t e n""","""-""","Simple edit score, Progressive alignment",67185,smitten,1,s m i t t e n,3 11 12 13 14 15 16,"""- s - m i t t e n""","""-""","Simple edit score, Progressive alignment with LCS"
49696,pane,0,c o u n t e r p a n e,0 1 2 5 6 7 8 12 13 14 15,"""- p a n e -""","""c o u n t e r -""","Simple edit score, Progressive alignment",49696,pane,0,c o u n t e r p a n e,0 1 2 5 6 7 8 12 13 14 15,"""- p a n e -""","""c o u n t e r -""","Simple edit score, Progressive alignment with LCS"
49697,pane,1,c o u n t e r p a n e s,0 1 2 5 6 7 8 12 13 14 15 16,"""- p a n e -""","""c o u n t e r - s""","Simple edit score, Progressive alignment",49697,pane,1,c o u n t e r p a n e s,0 1 2 5 6 7 8 12 13 14 15 16,"""- p a n e -""","""c o u n t e r - s""","Simple edit score, Progressive alignment with LCS"
49698,pane,2,p a n e,12 13 14 15,"""- p a n e -""","""-""","Simple edit score, Progressive alignment",49698,pane,2,p a n e,12 13 14 15,"""- p a n e -""","""-""","Simple edit score, Progressive alignment with LCS"
49699,pane,3,p a n e s,12 13 14 15 16,"""- p a n e -""","""- s""","Simple edit score, Progressive alignment",49699,pane,3,p a n e s,12 13 14 15 16,"""- p a n e -""","""- s""","Simple edit score, Progressive alignment with LCS"
49700,pane,4,w i n d o w p a n e,3 4 5 9 10 11 12 13 14 15,"""- p a n e -""","""w i n d o w -""","Simple edit score, Progressive alignment",49700,pane,4,w i n d o w p a n e,3 4 5 9 10 11 12 13 14 15,"""- p a n e -""","""w i n d o w -""","Simple edit score, Progressive alignment with LCS"
49701,pane,5,w i n d o w p a n e s,3 4 5 9 10 11 12 13 14 15 16,"""- p a n e -""","""w i n d o w - s""","Simple edit score, Progressive alignment",49701,pane,5,w i n d o w p a n e s,3 4 5 9 10 11 12 13 14 15 16,"""- p a n e -""","""w i n d o w - s""","Simple edit score, Progressive alignment with LCS"
33841,haze,0,h a z e,0 1 2 5,"""h a z -""","""- e""","Simple edit score, Progressive alignment",33841,haze,0,h a z e,0 1 2 5,"""h a z -""","""- e""","Simple edit score, Progressive alignment with LCS"
33842,haze,1,h a z e d,0 1 2 5 9,"""h a z -""","""- e d""","Simple edit score, Progressive alignment",33842,haze,1,h a z e d,0 1 2 5 9,"""h a z -""","""- e d""","Simple edit score, Progressive alignment with LCS"
33843,haze,2,h a z e s,0 1 2 5 7,"""h a z -""","""- e s""","Simple edit score, Progressive alignment",33843,haze,2,h a z e s,0 1 2 5 7,"""h a z -""","""- e s""","Simple edit score, Progressive alignment with LCS"
33844,haze,3,h a z i e r,0 1 2 3 5 6,"""h a z -""","""- i e r""","Simple edit score, Progressive alignment",33844,haze,3,h a z i e r,0 1 2 3 5 6,"""h a z -""","""- i e r""","Simple edit score, Progressive alignment with LCS"
33845,haze,4,h a z i e s t,0 1 2 3 5 7 8,"""h a z -""","""- i e s t""","Simple edit score, Progressive alignment",33845,haze,4,h a z i e s t,0 1 2 3 5 7 8,"""h a z -""","""- i e s t""","Simple edit score, Progressive alignment with LCS"
33846,haze,5,h a z i l y,0 1 2 3 9 10,"""h a z -""","""- i l y""","Simple edit score, Progressive alignment",33846,haze,5,h a z i l y,0 1 2 3 9 10,"""h a z -""","""- i l y""","Simple edit score, Progressive alignment with LCS"
33847,haze,6,h a z i n e s s,0 1 2 3 4 5 6 7,"""h a z -""","""- i n e s s""","Simple edit score, Progressive alignment",33847,haze,6,h a z i n e s s,0 1 2 3 4 5 6 7,"""h a z -""","""- i n e s s""","Simple edit score, Progressive alignment with LCS"
33848,haze,7,h a z i n g,0 1 2 3 4 8,"""h a z -""","""- i n g""","Simple edit score, Progressive alignment",33848,haze,7,h a z i n g,0 1 2 3 4 8,"""h a z -""","""- i n g""","Simple edit score, Progressive alignment with LCS"
33849,haze,8,h a z y,0 1 2 10,"""h a z -""","""- y""","Simple edit score, Progressive alignment",33849,haze,8,h a z y,0 1 2 10,"""h a z -""","""- y""","Simple edit score, Progressive alignment with LCS"
36053,hydrogen peroxide,0,h y d r o g e n _ p e r o x i d e,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16,"""h y d r o g e n _ p e r o x i d e""","""-""","Simple edit score, Progressive alignment",36053,hydrogen peroxide,0,h y d r o g e n _ p e r o x i d e,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16,"""h y d r o g e n _ p e r o x i d e""","""-""","Simple edit score, Progressive alignment with LCS"
63302,seem,0,s e e m,2 3 4 5,"""- s e e m -""","""-""","Simple edit score, Progressive alignment",63302,seem,0,s e e m,2 3 4 5,"""- s e e m -""","""-""","Simple edit score, Progressive alignment with LCS"
63303,seem,1,s e e m e d,2 3 4 5 11 13,"""- s e e m -""","""- e d""","Simple edit score, Progressive alignment",63303,seem,1,s e e m e d,2 3 4 5 11 13,"""- s e e m -""","""- e d""","Simple edit score, Progressive alignment with LCS"
63304,seem,2,s e e m i n g,2 3 4 5 8 9 10,"""- s e e m -""","""- i n g""","Simple edit score, Progressive alignment",63304,seem,2,s e e m i n g,2 3 4 5 8 9 10,"""- s e e m -""","""- i n g""","Simple edit score, Progressive alignment with LCS"
63305,seem,3,s e e m l i e r,2 3 4 5 6 8 11 13,"""- s e e m -""","""- l i e r""","Simple edit score, Progressive alignment",63305,seem,3,s e e m l i e r,2 3 4 5 6 8 11 13,"""- s e e m -""","""- l i e r""","Simple edit score, Progressive alignment with LCS"
63306,seem,4,s e e m l i e s t,2 3 4 5 6 8 11 14 15,"""- s e e m -""","""- l i e s t""","Simple edit score, Progressive alignment",63306,seem,4,s e e m l i e s t,2 3 4 5 6 8 11 14 15,"""- s e e m -""","""- l i e s t""","Simple edit score, Progressive alignment with LCS"
63307,seem,5,s e e m l i n e s s,2 3 4 5 6 8 9 11 12 14,"""- s e e m -""","""- l i n e s s""","Simple edit score, Progressive alignment",63307,seem,5,s e e m l i n e s s,2 3 4 5 6 8 9 11 12 14,"""- s e e m -""","""- l i n e s s""","Simple edit score, Progressive alignment with LCS"
63308,seem,6,s e e m l y,2 3 4 5 6 7,"""- s e e m -""","""- l y""","Simple edit score, Progressive alignment",63308,seem,6,s e e m l y,2 3 4 5 6 7,"""- s e e m -""","""- l y""","Simple edit score, Progressive alignment with LCS"
63309,seem,7,s e e m s,2 3 4 5 14,"""- s e e m -""","""- s""","Simple edit score, Progressive alignment",63309,seem,7,s e e m s,2 3 4 5 14,"""- s e e m -""","""- s""","Simple edit score, Progressive alignment with LCS"
63310,seem,8,u n s e e m l i n e s s,0 1 2 3 4 5 6 8 9 11 12 14,"""- s e e m -""","""u n - l i n e s s""","Simple edit score, Progressive alignment",63310,seem,8,u n s e e m l i n e s s,0 1 2 3 4 5 6 8 9 11 12 14,"""- s e e m -""","""u n - l i n e s s""","Simple edit score, Progressive alignment with LCS"
63311,seem,9,u n s e e m l y,0 1 2 3 4 5 6 7,"""- s e e m -""","""u n - l y""","Simple edit score, Progressive alignment",63311,seem,9,u n s e e m l y,0 1 2 3 4 5 6 7,"""- s e e m -""","""u n - l y""","Simple edit score, Progressive alignment with LCS"
72154,sulphuretted,0,s u l p h u r e t t e d,0 1 2 3 4 5 6 7 8 9 10 11,"""s u l p h u r e t t e d""","""-""","Simple edit score, Progressive alignment",72154,sulphuretted,0,s u l p h u r e t t e d,0 1 2 3 4 5 6 7 8 9 10 11,"""s u l p h u r e t t e d""","""-""","Simple edit score, Progressive alignment with LCS"
30162,gatelegged table,0,g a t e l e g g e d _ t a b l e,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,"""g a t e l e g g e d _ t a b l e -""","""-""","Simple edit score, Progressive alignment",30162,gatelegged table,0,g a t e l e g g e d _ t a b l e,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,"""g a t e l e g g e d _ t a b l e -""","""-""","Simple edit score, Progressive alignment with LCS"
30163,gatelegged table,1,g a t e l e g g e d _ t a b l e s,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16,"""g a t e l e g g e d _ t a b l e -""","""- s""","Simple edit score, Progressive alignment",30163,gatelegged table,1,g a t e l e g g e d _ t a b l e s,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16,"""g a t e l e g g e d _ t a b l e -""","""- s""","Simple edit score, Progressive alignment with LCS"
67757,sod off,0,s o d _ o f f,0 1 2 3 4 5 6,"""s o d _ o f f""","""-""","Simple edit score, Progressive alignment",67757,sod off,0,s o d _ o f f,0 1 2 3 4 5 6,"""s o d _ o f f""","""-""","Simple edit score, Progressive alignment with LCS"
77324,trusty,0,t r u s t i e r,0 1 2 3 4 6 7 8,"""t r u s t -""","""- i e r""","Simple edit score, Progressive alignment",77324,trusty,0,t r u s t i e r,0 1 2 3 4 6 7 8,"""t r u s t -""","""- i e r""","Simple edit score, Progressive alignment with LCS"
77325,trusty,1,t r u s t i e s,0 1 2 3 4 6 7 9,"""t r u s t -""","""- i e s""","Simple edit score, Progressive alignment",77325,trusty,1,t r u s t i e s,0 1 2 3 4 6 7 9,"""t r u s t -""","""- i e s""","Simple edit score, Progressive alignment with LCS"
77326,trusty,2,t r u s t i e s t,0 1 2 3 4 6 7 9 10,"""t r u s t -""","""- i e s t""","Simple edit score, Progressive alignment",77326,trusty,2,t r u s t i e s t,0 1 2 3 4 6 7 9 10,"""t r u s t -""","""- i e s t""","Simple edit score, Progressive alignment with LCS"
77327,trusty,3,t r u s t y,0 1 2 3 4 5,"""t r u s t -""","""- y""","Simple edit score, Progressive alignment",77327,trusty,3,t r u s t y,0 1 2 3 4 5,"""t r u s t -""","""- y""","Simple edit score, Progressive alignment with LCS"
17227,corral,0,c o r r a l,0 1 2 3 4 5,"""c o r r a l -""","""-""","Simple edit score, Progressive alignment",17227,corral,0,c o r r a l,0 1 2 3 4 5,"""c o r r a l -""","""-""","Simple edit score, Progressive alignment with LCS"
17228,corral,1,c o r r a l l e d,0 1 2 3 4 5 6 10 11,"""c o r r a l -""","""- l e d""","Simple edit score, Progressive alignment",17228,corral,1,c o r r a l l e d,0 1 2 3 4 5 6 10 11,"""c o r r a l -""","""- l e d""","Simple edit score, Progressive alignment with LCS"
17229,corral,2,c o r r a l l i n g,0 1 2 3 4 5 6 7 8 9,"""c o r r a l -""","""- l i n g""","Simple edit score, Progressive alignment",17229,corral,2,c o r r a l l i n g,0 1 2 3 4 5 6 7 8 9,"""c o r r a l -""","""- l i n g""","Simple edit score, Progressive alignment with LCS"
17230,corral,3,c o r r a l s,0 1 2 3 4 5 12,"""c o r r a l -""","""- s""","Simple edit score, Progressive alignment",17230,corral,3,c o r r a l s,0 1 2 3 4 5 12,"""c o r r a l -""","""- s""","Simple edit score, Progressive alignment with LCS"
53493,pole-axe,0,p o l e - a x e,0 1 2 3 4 5 9,"""p o l e a x -""","""- e""","Simple edit score, Progressive alignment",53493,pole-axe,0,p o l e - a x e,0 1 2 3 4 5 9,"""p o l e a x -""","""- e""","Simple edit score, Progressive alignment with LCS"
53494,pole-axe,1,p o l e - a x e d,0 1 2 3 4 5 9 11,"""p o l e a x -""","""- e d""","Simple edit score, Progressive alignment",53494,pole-axe,1,p o l e - a x e d,0 1 2 3 4 5 9 11,"""p o l e a x -""","""- e d""","Simple edit score, Progressive alignment with LCS"
53495,pole-axe,2,p o l e - a x e s,0 1 2 3 4 5 9 10,"""p o l e a x -""","""- e s""","Simple edit score, Progressive alignment",53495,pole-axe,2,p o l e - a x e s,0 1 2 3 4 5 9 10,"""p o l e a x -""","""- e s""","Simple edit score, Progressive alignment with LCS"
53496,pole-axe,3,p o l e - a x i n g,0 1 2 3 4 5 6 7 8,"""p o l e a x -""","""- i n g""","Simple edit score, Progressive alignment",53496,pole-axe,3,p o l e - a x i n g,0 1 2 3 4 5 6 7 8,"""p o l e a x -""","""- i n g""","Simple edit score, Progressive alignment with LCS"
11206,cancel,0,c a n c e l,0 1 2 3 4 5,"""c a n c e l -""","""-""","Simple edit score, Progressive alignment",11206,cancel,0,c a n c e l,0 1 2 3 4 5,"""c a n c e l -""","""-""","Simple edit score, Progressive alignment with LCS"
11207,cancel,1,c a n c e l l a t i o n,0 1 2 3 4 5 6 9 10 11 12 13,"""c a n c e l -""","""- l a t i o n""","Simple edit score, Progressive alignment",11207,cancel,1,c a n c e l l a t i o n,0 1 2 3 4 5 6 9 10 11 12 13,"""c a n c e l -""","""- l a t i o n""","Simple edit score, Progressive alignment with LCS"
11208,cancel,2,c a n c e l l a t i o n s,0 1 2 3 4 5 6 9 10 11 12 13 15,"""c a n c e l -""","""- l a t i o n s""","Simple edit score, Progressive alignment",11208,cancel,2,c a n c e l l a t i o n s,0 1 2 3 4 5 6 9 10 11 12 13 15,"""c a n c e l -""","""- l a t i o n s""","Simple edit score, Progressive alignment with LCS"
11209,cancel,3,c a n c e l l e d,0 1 2 3 4 5 6 7 8,"""c a n c e l -""","""- l e d""","Simple edit score, Progressive alignment",11209,cancel,3,c a n c e l l e d,0 1 2 3 4 5 6 7 8,"""c a n c e l -""","""- l e d""","Simple edit score, Progressive alignment with LCS"
11210,cancel,4,c a n c e l l i n g,0 1 2 3 4 5 6 11 13 14,"""c a n c e l -""","""- l i n g""","Simple edit score, Progressive alignment",11210,cancel,4,c a n c e l l i n g,0 1 2 3 4 5 6 11 13 14,"""c a n c e l -""","""- l i n g""","Simple edit score, Progressive alignment with LCS"
11211,cancel,5,c a n c e l s,0 1 2 3 4 5 15,"""c a n c e l -""","""- s""","Simple edit score, Progressive alignment",11211,cancel,5,c a n c e l s,0 1 2 3 4 5 15,"""c a n c e l -""","""- s""","Simple edit score, Progressive alignment with LCS"
71878,sub judice,0,s u b _ j u d i c e,0 1 2 3 4 5 6 7 8 9,"""s u b _ j u d i c e""","""-""","Simple edit score, Progressive alignment",71878,sub judice,0,s u b _ j u d i c e,0 1 2 3 4 5 6 7 8 9,"""s u b _ j u d i c e""","""-""","Simple edit score, Progressive alignment with LCS"
791,Jockey Club,0,J o c k e y _ C l u b,0 1 2 3 4 5 6 7 8 9 10,"""J o c k e y _ C l u b""","""-""","Simple edit score, Progressive alignment",791,Jockey Club,0,J o c k e y _ C l u b,0 1 2 3 4 5 6 7 8 9 10,"""J o c k e y _ C l u b""","""-""","Simple edit score, Progressive alignment with LCS"
63867,set on,0,s e t _ o n,0 1 2 8 9 10,"""s e t - _ o n""","""-""","Simple edit score, Progressive alignment",63867,set on,0,s e t _ o n,0 1 2 8 9 10,"""s e t - _ o n""","""-""","Simple edit score, Progressive alignment with LCS"
63868,set on,1,s e t s _ o n,0 1 2 7 8 9 10,"""s e t - _ o n""","""- s -""","Simple edit score, Progressive alignment",63868,set on,1,s e t s _ o n,0 1 2 7 8 9 10,"""s e t - _ o n""","""- s -""","Simple edit score, Progressive alignment with LCS"
63869,set on,2,s e t t i n g _ o n,0 1 2 3 4 5 6 8 9 10,"""s e t - _ o n""","""- t i n g -""","Simple edit score, Progressive alignment",63869,set on,2,s e t t i n g _ o n,0 1 2 3 4 5 6 8 9 10,"""s e t - _ o n""","""- t i n g -""","Simple edit score, Progressive alignment with LCS"
65167,shrine,0,e n s h r i n e,0 1 2 3 4 5 8 10,"""- s h r i - n -""","""e n - e""","Simple edit score, Progressive alignment",65167,shrine,0,e n s h r i n e,0 1 2 3 4 5 8 10,"""- s h r i - n -""","""e n - e""","Simple edit score, Progressive alignment with LCS"
65168,shrine,1,e n s h r i n e d,0 1 2 3 4 5 8 10 12,"""- s h r i - n -""","""e n - e d""","Simple edit score, Progressive alignment",65168,shrine,1,e n s h r i n e d,0 1 2 3 4 5 8 10 12,"""- s h r i - n -""","""e n - e d""","Simple edit score, Progressive alignment with LCS"
65169,shrine,2,e n s h r i n e s,0 1 2 3 4 5 8 10 11,"""- s h r i - n -""","""e n - e s""","Simple edit score, Progressive alignment",65169,shrine,2,e n s h r i n e s,0 1 2 3 4 5 8 10 11,"""- s h r i - n -""","""e n - e s""","Simple edit score, Progressive alignment with LCS"
65170,shrine,3,e n s h r i n i n g,0 1 2 3 4 5 6 7 8 9,"""- s h r i - n -""","""e n - n i - g""","Simple edit score, Progressive alignment",65170,shrine,3,e n s h r i n i n g,0 1 2 3 4 5 6 7 8 9,"""- s h r i - n -""","""e n - n i - g""","Simple edit score, Progressive alignment with LCS"
65171,shrine,4,s h r i n e,2 3 4 5 8 10,"""- s h r i - n -""","""- e""","Simple edit score, Progressive alignment",65171,shrine,4,s h r i n e,2 3 4 5 8 10,"""- s h r i - n -""","""- e""","Simple edit score, Progressive alignment with LCS"
65172,shrine,5,s h r i n e d,2 3 4 5 8 10 12,"""- s h r i - n -""","""- e d""","Simple edit score, Progressive alignment",65172,shrine,5,s h r i n e d,2 3 4 5 8 10 12,"""- s h r i - n -""","""- e d""","Simple edit score, Progressive alignment with LCS"
65173,shrine,6,s h r i n e s,2 3 4 5 8 10 11,"""- s h r i - n -""","""- e s""","Simple edit score, Progressive alignment",65173,shrine,6,s h r i n e s,2 3 4 5 8 10 11,"""- s h r i - n -""","""- e s""","Simple edit score, Progressive alignment with LCS"
65174,shrine,7,s h r i n i n g,2 3 4 5 6 7 8 9,"""- s h r i - n -""","""- n i - g""","Simple edit score, Progressive alignment",65174,shrine,7,s h r i n i n g,2 3 4 5 6 7 8 9,"""- s h r i - n -""","""- n i - g""","Simple edit score, Progressive alignment with LCS"
59805,rifling,0,r i f l i n g,0 1 2 3 4 5 6,"""r i f l i n g""","""-""","Simple edit score, Progressive alignment",59805,rifling,0,r i f l i n g,0 1 2 3 4 5 6,"""r i f l i n g""","""-""","Simple edit score, Progressive alignment with LCS"
24996,expo,0,e x p o,0 1 2 3,"""e x p o -""","""-""","Simple edit score, Progressive alignment",24996,expo,0,e x p o,0 1 2 3,"""e x p o -""","""-""","Simple edit score, Progressive alignment with LCS"
24997,expo,1,e x p o s,0 1 2 3 4,"""e x p o -""","""- s""","Simple edit score, Progressive alignment",24997,expo,1,e x p o s,0 1 2 3 4,"""e x p o -""","""- s""","Simple edit score, Progressive alignment with LCS"
11705,carpet slipper,0,c a r p e t _ s l i p p e r,0 1 2 3 4 5 6 7 8 9 10 11 12 13,"""c a r p e t _ s l i p p e r -""","""-""","Simple edit score, Progressive alignment",11705,carpet slipper,0,c a r p e t _ s l i p p e r,0 1 2 3 4 5 6 7 8 9 10 11 12 13,"""c a r p e t _ s l i p p e r -""","""-""","Simple edit score, Progressive alignment with LCS"
11706,carpet slipper,1,c a r p e t _ s l i p p e r s,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14,"""c a r p e t _ s l i p p e r -""","""- s""","Simple edit score, Progressive alignment",11706,carpet slipper,1,c a r p e t _ s l i p p e r s,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14,"""c a r p e t _ s l i p p e r -""","""- s""","Simple edit score, Progressive alignment with LCS"
11212,cancel out,0,c a n c e l _ o u t,0 1 2 3 4 6 13 14 15 16,"""c a n c e - l - _ o u t""","""-""","Simple edit score, Progressive alignment",11212,cancel out,0,c a n c e l _ o u t,0 1 2 3 4 6 13 14 15 16,"""c a n c e - l - _ o u t""","""-""","Simple edit score, Progressive alignment with LCS"
11213,cancel out,1,c a n c e l l e d _ o u t,0 1 2 3 4 5 6 10 11 13 14 15 16,"""c a n c e - l - _ o u t""","""- l - e d -""","Simple edit score, Progressive alignment",11213,cancel out,1,c a n c e l l e d _ o u t,0 1 2 3 4 5 6 10 11 13 14 15 16,"""c a n c e - l - _ o u t""","""- l - e d -""","Simple edit score, Progressive alignment with LCS"
11214,cancel out,2,c a n c e l l i n g _ o u t,0 1 2 3 4 5 6 7 8 9 13 14 15 16,"""c a n c e - l - _ o u t""","""- l - i n g -""","Simple edit score, Progressive alignment",11214,cancel out,2,c a n c e l l i n g _ o u t,0 1 2 3 4 5 6 7 8 9 13 14 15 16,"""c a n c e - l - _ o u t""","""- l - i n g -""","Simple edit score, Progressive alignment with LCS"
11215,cancel out,3,c a n c e l s _ o u t,0 1 2 3 4 6 12 13 14 15 16,"""c a n c e - l - _ o u t""","""- s -""","Simple edit score, Progressive alignment",11215,cancel out,3,c a n c e l s _ o u t,0 1 2 3 4 6 12 13 14 15 16,"""c a n c e - l - _ o u t""","""- s -""","Simple edit score, Progressive alignment with LCS"
72198,summon,0,s u m m o n,0 1 2 3 4 7,"""s u m m o - n -""","""-""","Simple edit score, Progressive alignment",72198,summon,0,s u m m o n,0 1 2 3 4 7,"""s u m m o - n -""","""-""","Simple edit score, Progressive alignment with LCS"
72199,summon,1,s u m m o n e d,0 1 2 3 4 7 9 10,"""s u m m o - n -""","""- e d""","Simple edit score, Progressive alignment",72199,summon,1,s u m m o n e d,0 1 2 3 4 7 9 10,"""s u m m o - n -""","""- e d""","Simple edit score, Progressive alignment with LCS"
72200,summon,2,s u m m o n i n g,0 1 2 3 4 5 6 7 8,"""s u m m o - n -""","""- n i - g""","Simple edit score, Progressive alignment",72200,summon,2,s u m m o n i n g,0 1 2 3 4 5 6 7 8,"""s u m m o - n -""","""- n i - g""","Simple edit score, Progressive alignment with LCS"
